QikProp_.stars	QikProp_.amine	QikProp_.acid	QikProp_.amide	QikProp_.rotor	QikProp_.rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip.2.V	QikProp_ACxDN..5.SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo.w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP.eV.	QikProp_EA.eV.	QikProp_.metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_.NandO	QikProp_RuleOfFive	QikProp_.ringatoms	QikProp_.in56	QikProp_.noncon	QikProp_.nonHatm	QikProp_RuleOfThree	QikProp_ACxDN..5.SAxSASA.MW	Activity
7	0	0	0	1	1	1	100.117	2.293	308.253	220.783	51.176	36.294	0	451.547	0	2	0.0116426	0	0.9234057	11.621	2.972	4.019	2.805	0.61	-0.829	-0.271	-2.944	3240.391	0.103	1762.972	-2.239	10.532	0.004	1	-0.649	3	93.348	0	0	34.589	2	0	0	0	0	7	0	0	2.5
12	0	0	0	1	0	1	88.149	1.672	286.055	286.055	0	0	0	429.453	0	0.75	0.0065119	0	0.9623333	10.391	2.573	2.593	0.926	0.918	-1.99	-1.642	-2.141	9906.038	0.422	5899.293	-1.662	10.612	-2.831	1	-0.378	3	100	0	0	8.661	1	0	0	0	0	6	0	0	2.12
9	0	0	0	0	0	2	106.167	0.358	327.256	175.749	0	151.508	0	494.866	0	0	0.0002597	0	0.9245612	15.097	3.929	3.966	0.721	3.104	-2.855	-2.967	-3.475	9906.038	0.544	5899.293	-0.986	9.403	-0.436	2	0.055	3	100	0	0	0	0	0	6	6	0	8	0	0	3.82
3	3	0	0	3	0	1	129.205	2.406	347.705	250.317	97.389	0	0	540.034	3	4.5	0.0107196	0.0224162	0.9223613	13.532	4.704	10.486	9.383	-1.534	2	2.452	-4.967	18.326	0.417	8.883	-7.152	9.318	-2.299	3	-0.727	2	40.572	0	0	48.156	3	0	6	6	4	9	1	0.0603245	1.82
8	0	0	0	0	0	1	128.173	0.004	332.025	0	0	332.025	0	512.839	0	0	0	0	0.9332158	17.541	5.497	5.126	2.142	3.348	-3.601	-3.64	-4.196	9906.038	0.192	5899.293	-0.35	8.84	0.449	0	0.107	3	100	0	0	0	0	0	10	10	0	10	0	0	4.32
7	0	0	0	3	1	0	116.16	2.669	366.746	306.58	60.166	0	0	546.196	0	2	0.0130425	0	0.8811145	13.778	3.416	4.626	2.319	1.409	-1.307	-0.612	-3.456	2662.867	-0.134	1425.944	-2.34	11.157	-1.172	0	-0.459	3	96.501	0	0	38.408	2	0	0	0	0	8	0	0	3.81
9	1	0	0	3	0	1	73.138	1.496	283.698	219.581	64.117	0	0	407.112	2	1	0.0054969	0.0049849	0.9363784	8.212	2.898	5.074	4.09	0.092	1.203	0.824	-3.288	609.225	0.294	320.332	-4.476	9.403	-3.022	2	-0.749	3	77.328	0	0	27.225	1	0	0	0	0	5	0	0.0193361	2.44
4	0	0	0	5	1	0	144.213	2.422	429.785	382.57	47.215	0	0	663.234	0	2	0.0088435	0	0.8557723	17.178	4.418	5.567	1.942	2.445	-2.391	-1.208	-3.866	3533.103	-0.168	1935.718	-1.91	11.103	-1.201	1	-0.204	3	100	0	0	35.825	2	0	0	0	0	10	0	0	4.09
4	0	0	0	4	0	1	150.22	1.433	410.102	203.854	0	206.248	0	640.108	0	0.75	0.0032087	0	0.8758743	18.864	5.442	5.587	1.965	3.338	-3.367	-3.835	-4.524	9906.038	0.257	5899.293	-0.409	9.117	-0.378	1	0.106	3	100	0	0	7.942	1	0	6	6	0	11	0	0	4.42
3	1	0	0	9	0	1	157.298	1.512	478.151	414.033	64.118	0	0	765.893	2	1	0.0029856	0.0029577	0.8466655	18.718	6.037	8.326	3.235	2.365	-1.562	-0.71	-4.739	609.212	-0.177	320.324	-3.9	9.409	-2.992	2	-0.05	3	90.638	0	0	27.225	1	0	0	0	0	11	0	0.00899075	5.18
3	1	0	0	11	0	1	185.352	1.514	542.972	478.856	64.116	0	0	885.49	2	1	0.002588	0.0026046	0.8213149	22.22	7.175	9.416	2.95	3.13	-2.43	-1.272	-5.149	609.235	-0.335	320.337	-3.708	9.41	-2.99	2	0.197	3	95.115	0	0	27.224	1	0	0	0	0	13	0	0.00762994	6.26
3	0	0	0	2	0	1	135.208	2.252	381.719	222.048	14.759	144.912	0	592.107	1	1	0.0085652	0.0026197	0.8933492	17.642	4.971	6.9	3.732	2.852	-1.999	-1.815	-3.949	7176.933	0.32	4164.076	-1.089	7.985	-0.661	5	-0.087	3	100	0	0	12.892	1	0	6	6	0	10	0	0.00739593	3.44
5	1	0	0	6	0	1	115.218	1.475	380.927	316.81	64.117	0	0	586.504	2	1	0.0037116	0.0037126	0.8895513	13.465	4.428	6.693	3.663	1.25	-0.284	0.103	-4.045	609.229	0.06	320.334	-4.188	9.407	-3	2	-0.41	3	84.106	0	0	27.224	1	0	0	0	0	8	0	0.0122744	3.72
7	0	1	0	4	0	-1	116.16	2.104	343.607	236.911	106.696	0	0	519.198	1	2	0.0085249	0.0058206	0.9091987	12.056	3.947	5.669	3.824	1.414	-0.841	-0.828	-1.194	244.175	-0.538	137.077	-3.102	11.326	-1.045	1	-0.673	3	77.962	0	0	50.468	2	0	0	0	0	8	0	0.0172176	2.76
5	0	0	0	5	1	0	144.213	2.672	432.879	371.395	61.484	0	0	665.838	0	2	0.0107263	0	0.8518786	17.282	4.519	5.691	2.046	2.284	-2.559	-1.208	-3.929	2587.294	-0.303	1382.252	-2.173	11.158	-1.171	0	-0.196	3	100	0	0	38.407	2	0	0	0	0	10	0	0	4.56
7	1	0	0	5	0	1	101.191	1.505	348.518	284.401	64.117	0	0	526.709	2	1	0.0042976	0.0040578	0.9050096	11.714	3.915	6.153	3.805	0.872	0.133	0.359	-3.795	609.227	0.139	320.333	-4.284	9.406	-3.006	2	-0.526	3	81.894	0	0	27.224	1	0	0	0	0	7	0	0.0139757	3.25
4	0	0	0	1	0	1	107.155	1.963	313.734	86.843	23.324	203.567	0	467.832	1	1	0.0082348	0.0031874	0.9289579	13.871	4.433	5.815	4.246	2.132	-0.903	-1.267	-3.652	5952.708	0.323	3401.925	-1.136	8.024	-0.62	3	-0.38	3	100	0	0	14.073	1	0	6	6	0	8	0	0.00933224	3.03
6	1	0	0	3	0	2	155.283	0.548	411.323	410.987	0.336	0	0	674.322	0	2	0.0004449	0	0.9041223	18.906	4.589	6.007	2.019	2.191	-1.257	-0.366	-3.81	2452.542	0.778	1443.308	-3.3	9.037	-2.73	1	-0.087	3	100	0	0	4.43	1	0	6	6	6	11	0	0	3.86
3	0	0	1	6	0	0	157.255	4.683	445.068	384.993	60.074	0	0	716.231	0	3	0.0306164	0	0.8698438	18.657	5.179	6.992	5.306	1.465	-0.996	-0.38	-2.264	1445.111	-0.327	1429.026	-2.051	9.426	-1.47	0	-0.682	3	92.082	0	33.457	35.563	2	0	0	0	0	11	0	0	3.25
5	0	0	0	3	0	1	149.235	1.685	391.351	221.006	0	170.344	0	629.546	0	1	0.0045084	0	0.9077169	18.741	5.352	5.742	2.143	2.748	-2.93	-2.138	-3.838	9906.038	0.383	5899.293	-0.631	7.978	-0.643	3	0.051	3	100	0	0	1.676	1	0	6	6	0	11	0	0	3.96
6	1	0	0	5	0	1	117.191	2.152	347.651	299.691	47.96	0	0	539.723	1	3.7	0.0085842	0.0106429	0.9221509	12.235	3.896	6.35	4.888	0.201	0.511	0.634	-3.518	866.945	0.285	469.036	-3.986	8.991	-2.739	2	-0.74	3	80.708	0	0	26.558	2	0	0	0	0	8	0	0.0315725	1.82
5	1	0	0	2	0	2	135.208	0.654	358.928	166.527	4.659	187.742	0	572.859	0	2	0.0007464	0	0.9293726	17.281	5.119	5.843	3.42	1.807	-1.014	-0.328	-4.296	2231.627	0.806	1303.312	-2.815	9.12	-0.379	2	-0.339	3	100	0	0	5.722	1	0	6	6	0	10	0	0	3.55
6	0	0	0	1	0	2	121.182	1.465	339.935	149.634	1.498	188.803	0	522.736	0	1	0.0041066	0	0.9231904	15.927	4.497	4.881	2.596	2.334	-1.932	-1.542	-3.675	9587.241	0.492	5694.356	-0.786	7.945	-0.615	3	-0.174	3	100	0	0	3.42	1	0	6	6	0	9	0	0	3.27
10	0	0	1	0	0	1	73.094	4.588	259.886	184.695	75.191	0	0	366.398	0	3	0.0574589	0	0.9528353	8.509	2.247	4.248	6.511	-1.01	1.211	1.407	-0.921	982.671	0.011	1000.217	-2.905	9.392	-1.459	0	-1.443	2	74.592	0	36.49	38.574	2	0	0	0	0	5	0	0	0.84
4	0	1	0	7	0	-1	158.24	2.055	440.83	334.133	106.697	0	0	698.586	1	2	0.006048	0.0045369	0.8637222	17.309	5.504	7.279	3.396	2.629	-2.208	-1.61	-1.93	244.172	-0.812	137.076	-2.814	11.327	-1.042	1	-0.335	3	85.072	0	0	50.468	2	0	0	0	0	11	0	0.012639	3.18
4	1	0	0	8	0	1	143.272	1.48	445.744	381.626	64.117	0	0	706.098	2	1	0.0031006	0.0031727	0.8603127	16.967	5.488	7.78	3.377	1.985	-1.132	-0.434	-4.518	609.222	-0.098	320.33	-3.996	9.409	-2.994	2	-0.172	3	88.41	0	0	27.225	1	0	0	0	0	10	0	0.00987082	4.82
5	1	0	0	7	0	1	129.245	1.51	413.334	349.218	64.116	0	0	646.3	2	1	0.0035265	0.0034215	0.8746208	15.216	4.952	7.238	3.52	1.626	-0.706	-0.162	-4.287	609.234	-0.019	320.337	-4.092	9.408	-2.997	2	-0.292	3	86.308	0	0	27.224	1	0	0	0	0	9	0	0.0109422	4.4
5	0	0	0	7	0	0	139.24	5.305	433.901	348.714	71.257	13.93	0	679.483	0	1.5	0.0414201	0	0.8614434	16.677	4.904	5.658	1.276	2.75	-3.012	-2.334	-3.84	2090.094	-0.499	1097.517	-2.112	11.598	-1.594	1	-0.108	3	100	0	0	25.659	1	0	0	0	0	10	0	0	4.3
6	0	0	0	1	0	1	94.113	1.568	276.449	0	54.44	222.009	0	399.427	1	0.75	0.0061541	0.002713	0.9487997	11.309	4.233	4.977	4.248	1.458	-0.051	-1.073	-3.419	3017.502	0.1	1632.271	-1.645	9.225	-0.31	1	-0.533	3	100	0	0	22.469	1	0	6	6	0	7	0	0.00796921	6.22
8	0	1	0	3	0	-1	102.133	2.072	311.195	204.499	106.696	0	0	459.399	1	2	0.0093434	0.0064268	0.9252489	10.305	3.446	5.133	3.967	1.389	-0.648	-0.589	-0.934	244.174	-0.448	137.076	-3.198	11.329	-1.047	1	-0.778	3	77.811	0	0	50.468	2	0	0	0	0	7	0	0.0195822	3.12
9	0	0	0	4	0	0	88.149	1.999	312.36	255.377	56.982	0	0	459.552	1	1.7	0.0086961	0.0054424	0.9220053	9.669	3.06	4.454	3.115	1.507	-0.621	-0.424	-2.794	2854.552	-0.124	1537.208	-2.186	10.928	-3.039	1	-0.621	3	100	0	0	23.242	1	0	0	0	0	6	0	0.0192854	2.21
9	1	0	0	3	0	1	73.138	1.496	283.698	219.581	64.117	0	0	407.112	2	1	0.0054969	0.0049849	0.9363784	8.212	2.898	5.074	4.09	0.092	1.203	0.824	-3.288	609.225	0.294	320.332	-4.476	9.403	-3.022	2	-0.749	3	77.328	0	0	27.225	1	0	0	0	0	5	0	0.0193361	2.69
6	0	0	0	4	0	2	148.247	0.367	422.206	227.137	0	195.069	0	672.301	0	0	0.0001999	0	0.8790555	20.046	5.735	5.546	0.179	4.682	-4.814	-4.814	-4.419	9906.038	0.647	5899.293	-0.448	9.602	-0.403	1	0.4	3	100	0	0	0	0	0	6	6	0	11	0	0	4.94
2	0	0	0	7	0	0	181.234	0.678	408.196	150.875	87.133	170.188	0	664.926	2	4.4	0.0006919	0.015244	0.9025664	17.587	6.744	10.32	8.171	1.163	-1.23	-1.671	-3.92	1477.809	-0.571	754.549	-1.854	7.856	-0.666	5	-0.634	3	90.485	0	0	42.531	3	0	6	6	0	13	0	0.0343343	2.39
9	0	0	0	2	1	0	102.133	2.609	334.493	274.338	60.155	0	0	486.514	0	2	0.013993	0	0.8943503	12.032	2.863	4.093	2.462	1.247	-0.916	-0.314	-3.242	2663.477	-0.058	1426.297	-2.436	11.16	-1.173	0	-0.59	3	95.558	0	0	38.408	2	0	0	0	0	7	0	0	3.23
10	1	0	0	2	0	1	59.111	1.455	251.291	187.175	64.116	0	0	347.316	2	1	0.0060947	0.0056278	0.9509083	6.461	2.366	4.535	4.233	-0.183	1.781	1.009	-3.053	609.245	0.369	320.343	-4.572	9.403	-3.036	2	-0.852	3	75.717	0	0	27.224	1	0	0	0	0	4	0	0.0239247	2.28
3	1	0	0	12	0	1	199.379	1.483	575.384	511.267	64.117	0	0	945.291	2	1	0.0023274	0.0024579	0.809563	23.971	7.762	9.96	2.807	3.514	-2.867	-1.557	-5.34	609.222	-0.413	320.33	-3.612	9.41	-2.989	2	0.322	3	100	0	0	27.225	1	0	0	0	0	14	0	0.00709321	6.45
3	1	0	0	10	0	1	171.325	1.482	510.564	446.446	64.117	0	0	825.694	2	1	0.0026593	0.0027699	0.8336705	20.469	6.6	8.869	3.092	2.747	-1.995	-0.99	-4.95	609.222	-0.256	320.33	-3.804	9.41	-2.99	2	0.073	3	92.873	0	0	27.225	1	0	0	0	0	12	0	0.00825455	2.91
5	0	0	0	1	0	1	127.573	2.44	301.167	0	54.555	180.393	66.219	447.438	1.5	1	0.0133031	0.0040667	0.93939	12.833	4.96	6.713	5.026	1.813	-1.561	-1.604	-3.373	3009.901	0.254	3752.789	-1.793	8.257	-0.303	2	-0.494	3	100	0	0	25.104	1	0	6	6	0	8	0	0.00960043	4.35
6	0	0	0	1	0	1	128.558	1.492	298.199	0	47.875	182.919	67.405	441.091	1	0.75	0.0050479	0.0025151	0.9397471	12.603	4.757	5.635	4.013	2.39	-0.843	-1.752	-3.379	3482.579	0.307	4459.919	-1.661	9.319	0.014	1	-0.42	3	100	0	0	21.487	1	0	6	6	0	8	0	0.00583395	4
5	0	0	0	1	0	1	108.14	1.969	304.527	82.471	44.837	177.22	0	454.071	1	0.75	0.0085408	0.0024628	0.9381841	13.068	4.35	5.484	3.945	1.938	-0.759	-1.345	-3.377	3721.472	0.164	2047.506	-1.626	9.117	-0.317	2	-0.385	3	100	0	0	20.356	1	0	6	6	0	8	0	0.00693535	3.9
7	0	0	0	0	0	1	147.004	3.483	308.394	0	0	179.557	128.838	460.969	0	0	0.0263215	0	0.9357777	14.009	4.781	4.648	1.728	2.987	-2.63	-3.13	-3.427	9906.038	0.192	10000	-0.887	9.486	0.164	0	-0.044	3	100	0	0	0	0	0	6	6	0	8	0	0	4.19
1	0	0	0	2	0	1	170.21	1.906	392.815	0	38.943	353.872	0	627.428	1	0.75	0.0057884	0.0019093	0.9023038	21.051	7.076	8.4	5.099	3.178	-3.032	-2.961	-4.8	4232.541	0.124	2353.053	-0.799	9.038	0.248	1	0.052	3	100	0	0	19.224	1	0	12	12	0	13	0	0.00440633	4.5
8	0	0	0	0	0	2	106.167	0.783	319.706	151.414	0	168.292	0	484.013	0	0	0.001268	0	0.9325071	14.823	4.015	3.925	0.718	2.816	-2.471	-2.854	-3.427	9906.038	0.495	5899.293	-0.927	9.399	-0.459	2	0.023	3	100	0	0	0	0	0	6	6	0	8	0	0	3.81
5	0	0	0	1	0	1	127.573	4.824	304.205	0	61.647	170.876	71.682	450.899	1.5	1	0.0516151	0.0040261	0.9347997	12.881	4.966	7.294	5.019	1.878	-1.633	-1.604	-3.402	2578.103	0.209	3400.878	-1.958	8.216	-0.363	1	-0.486	3	100	0	0	26.351	1	0	6	6	0	8	0	0.00960046	3.62
4	0	0	0	1	0	1	142.585	2.428	326.387	78.449	54.437	131.796	61.704	495.482	1	0.75	0.0118978	0.0022979	0.9277929	14.292	4.879	6.219	3.776	2.153	-0.981	-2.036	-3.329	3017.66	0.233	3554.952	-1.962	9.07	-0.093	2	-0.272	3	100	0	0	22.47	1	0	6	6	0	9	0	0.00526005	4.4
5	0	0	0	1	0	1	128.558	2.39	300.615	0	54.438	174.485	71.692	443.779	1	0.75	0.0128687	0.0024949	0.9359788	12.63	4.76	5.786	4.008	2.386	-0.86	-1.752	-3.4	3017.643	0.265	4032.197	-1.812	9.136	-0.056	1	-0.413	3	100	0	0	22.47	1	0	6	6	0	8	0	0.00583398	4.46
5	0	0	0	1	0	1	108.14	1.688	307.963	87.843	54.44	165.68	0	458.421	1	0.75	0.0062165	0.0024354	0.9336327	13.132	4.332	5.495	3.94	1.936	-0.776	-1.345	-3.396	3017.496	0.087	1632.267	-1.843	9.026	-0.341	2	-0.374	3	100	0	0	22.469	1	0	6	6	0	8	0	0.00693558	3.76
8	0	0	0	0	0	1	147.004	0.004	312.545	0	0	169.113	143.432	465.551	0	0	0	0	0.929461	14.092	4.789	4.361	1.672	3.009	-2.655	-3.224	-3.48	9906.038	0.192	10000	-0.924	9.428	0.234	0	-0.031	3	100	0	0	0	0	0	6	6	0	8	0	0	4.27
3	0	0	0	1	0	2	488.593	1.509	393.628	0	39.996	42.962	310.67	633.207	1	0.75	0.0035959	0.0019054	0.9059609	18.955	7.176	8.722	3.322	3.804	-4.264	-9.292	-3.259	4136.362	0.941	10000	-2.009	9.716	1.311	1	0.111	3	100	0	0	20.442	1	0	6	6	0	12	0	0.00153506	6.72
10	0	0	0	0	0	1	202.295	1.755	307.519	20.583	0	0	286.936	462.781	0	0	0.0066583	0	0.9409001	12.367	4.711	4.305	0.56	2.803	-2.393	-2.633	-2.488	9906.038	0.233	10000	-1.52	10.835	0.633	0	-0.039	3	100	0	0	0	0	0	0	0	0	7	0	0	4.43
3	0	0	0	1	0	2	266.338	1.999	375.745	0	41.285	43.133	291.327	597.35	1	0.75	0.0066921	0.001996	0.9129032	17.522	6.735	8.184	3.282	3.564	-3.104	-4.604	-3.147	4021.597	0.888	10000	-2.032	9.373	0.816	1	0.011	3	100	0	0	20.495	1	0	6	6	0	12	0	0.00281592	6.04
6	0	0	0	0	0	2	251.327	0.735	364.535	0	18.294	38.864	307.377	569.838	0	1	0.000949	0	0.9118568	17.022	6.123	6.6	2.078	4.599	-4.502	-4.306	-3.144	6643.879	1.171	10000	-1.72	9.662	1.036	0	0.005	3	100	0	0	11.926	1	0	6	6	0	11	0	0	5.73
6	0	0	0	1	0	2	183.081	5.051	318.742	0	55.481	59.34	203.921	480.247	1.5	1	0.0531145	0.0038424	0.9304695	12.99	2.591	7.789	4.3	2.439	-2.043	-2.712	-2.94	2949.683	0.576	10000	-2.237	9.203	1.02	1	-0.408	3	100	203.921	0	25.461	1	0	6	6	0	12	0	0.00668958	3.69
7	0	0	0	1	0	1	196.076	2.466	334.349	15.895	70.517	55.313	192.624	513.691	0	2	0.0118373	0	0.9277534	14.29	2.743	6.044	3.196	2.035	-2.406	-2.669	-2.965	2124.144	0.43	10000	-2.528	10.982	1.927	0	-0.468	3	100	192.624	0	35.118	1	0	6	6	0	13	0	0	5.25
7	0	0	0	3	0	0	86.133	3.608	303.82	227.847	75.972	0	0	445.513	0	2	0.0292223	0	0.928516	9.749	2.881	3.611	2.275	0.8	-0.246	0.026	-2.689	1885.617	-0.205	981.934	-2.632	10.641	-0.837	1	-0.751	3	90.252	0	0	37.533	1	0	0	0	0	6	0	0	3.82
4	0	0	0	2	0	1	122.166	1.669	337.412	130.017	54.44	152.955	0	515.602	1	0.75	0.0054038	0.0022228	0.9216102	14.657	4.749	5.941	3.704	2.092	-1.059	-1.624	-3.53	3017.496	0.016	1632.267	-1.792	9.067	-0.342	2	-0.259	3	100	0	0	22.469	1	0	6	6	0	9	0	0.00613918	4.07
6	0	0	0	1	0	1	94.113	1.568	276.449	0	54.44	222.009	0	399.427	1	0.75	0.0061541	0.002713	0.9487997	11.309	4.233	4.977	4.248	1.458	-0.051	-1.073	-3.419	3017.502	0.1	1632.271	-1.645	9.225	-0.31	1	-0.533	3	100	0	0	22.469	1	0	6	6	0	7	0	0.00796921	3.5
0	0	0	0	3	1	0	214.22	3.057	450.673	0	70.036	380.637	0	727.82	0	2.25	0.0128392	0	0.868267	24.682	8.044	9.218	5.424	2.909	-3.091	-3.298	-5.479	2146.588	-0.237	1129.617	-1.181	9.39	0.587	1	0.002	3	100	0	0	51.531	3	0	12	12	0	16	0	0	5.27
2	0	0	0	0	0	1	130.149	4.849	317.94	0	60.127	257.813	0	486.222	0	3	0.0483617	0	0.9405385	15.767	5.187	6.978	5.602	0.979	-0.978	-1.045	-3.724	2665.115	0.11	1427.245	-1.719	9.61	1.064	2	-0.773	3	93.994	0	0	27.359	2	0	10	10	0	10	0	0	3.11
9	0	0	0	2	0	0	56.064	2.392	227.879	103.049	60.66	64.17	0	297.517	1.5	1.7	0.0192329	0.0091367	0.9458044	5.081	1.984	3.978	4.547	0.14	0.568	-0.077	-2.715	2634.262	-0.009	1409.394	-2.219	10.771	-1.791	1	-0.939	3	88.986	0	0	23.521	1	0	0	0	0	4	0	0.0371372	4.56
10	0	0	0	1	0	0	55.079	5.065	239.519	154.255	71.352	13.912	0	320.761	0	1.5	0.0799944	0	0.946119	6.174	1.666	2.902	2.132	0.16	0.274	-0.547	-2.47	2085.804	-0.028	1095.083	-2.689	12.204	-1.611	1	-0.895	3	87.291	0	0	25.658	1	0	0	0	0	4	0	0	1.56
7	0	0	0	2	0	2	160.258	0.471	408.201	252.275	0	155.926	0	676.61	0	0	0.000328	0	0.9130957	21.129	5.786	6.009	0.085	4.453	-4.909	-4.859	-3.682	9906.038	0.697	5899.293	-0.778	9.038	0.049	0	0.497	3	100	0	0	0	0	0	6	6	0	12	0	0	3.51
3	0	0	0	3	0	0	164.247	1.81	392.957	210.928	54.438	127.591	0	645.187	1	0.75	0.0050755	0.0019086	0.9189173	18.959	5.927	7.372	3.445	3.062	-2.496	-2.479	-3.452	3017.628	-0.047	1632.345	-1.785	9.049	-0.363	1	0.061	3	100	0	0	22.469	1	0	6	6	0	12	0	0.00456628	4.8
3	0	0	0	2	0	1	150.22	1.673	373.361	191.102	54.438	127.821	0	601.684	1	0.75	0.0046519	0.0020088	0.9231693	17.862	5.516	7.019	3.62	3.286	-2.4	-2.191	-3.385	3017.61	0.017	1632.334	-1.88	9.051	-0.365	1	-0.019	3	100	0	0	22.469	1	0	6	6	0	11	0	0.00499273	4.47
9	0	0	0	0	0	2	106.167	0.024	327.255	175.749	0	151.506	0	494.864	0	0	1.2e-06	0	0.9245609	15.097	3.929	3.962	0.721	3.104	-2.855	-2.967	-3.475	9906.038	0.544	5899.293	-0.986	9.307	-0.427	2	0.055	3	100	0	0	0	0	0	6	6	0	8	0	0	4.21
9	0	0	0	0	0	1	79.101	1.866	256.912	0	26.146	230.766	0	363.162	0	1.5	0.0095908	0	0.9581815	10.584	3.56	3.647	3.562	0.725	0.665	-0.417	-3.309	5596.994	0.374	3182.736	-1.188	10.04	-0.022	2	-0.729	3	100	0	0	12.17	1	0	6	6	0	6	0	0	2.9
4	0	0	0	0	0	1	129.161	1.807	326.849	0	20.777	306.072	0	501.159	0	1	0.0065173	0	0.9335431	16.825	5.335	5.566	3.714	2.091	-1.336	-1.951	-4.067	6293.195	0.405	3612.727	-0.824	9.213	0.687	1	-0.195	3	100	0	0	11.825	1	0	10	10	0	10	0	0	3.45
10	1	0	0	2	0	2	73.138	1.384	275.412	227.518	47.894	0	0	398.79	2	1	0.0048	0.0051349	0.9513618	8.521	2.874	5.149	4.181	0.095	1.393	0.824	-3.045	868.201	0.489	469.77	-4.273	9.37	-3.047	2	-0.724	3	80.099	0	0	24.404	1	0	0	0	0	5	0	0.0193362	2.42
9	0	0	0	1	0	1	104.151	0.067	313.341	63.175	0	250.167	0	470.837	0	0	9.6e-06	0	0.9341026	14.436	4.463	3.875	0.961	2.949	-2.818	-2.717	-3.791	9906.038	0.318	5899.293	-0.542	9.187	0.083	0	-0.058	3	100	0	0	0	0	0	6	6	0	8	0	0	3.51
7	0	0	0	1	1	1	116.16	2.102	337.528	302.376	35.152	0	0	513.195	0	2	0.00861	0	0.9184253	13.742	3.247	4.569	2.52	1.088	-0.725	-0.612	-2.852	4597.815	0.225	2573.296	-2.071	10.787	-1.139	0	-0.47	3	100	0	0	31.388	2	0	0	0	0	8	0	0	2.55
6	1	0	0	3	0	2	129.245	0.993	337.11	303.677	33.433	0	0	556.217	2	1	0.0017741	0.0041951	0.9702634	14.179	4.719	7.016	4.01	1.265	0.01	-0.162	-2.739	1190.57	0.544	660.864	-3.91	9.252	-3.025	1	-0.35	3	89.401	0	0	19.815	1	0	0	0	0	9	0	0.0109421	3.72
11	0	0	0	0	0	1	165.834	0.001	282.3	0	0	17.798	264.503	405.934	0	0	0	0	0.9391983	10.261	4.003	3.397	0.612	2.546	-2.154	-2.588	-2.601	9906.038	0.192	10000	-1.457	9.56	0.2	0	-0.204	3	100	0	0	0	0	0	0	0	0	6	0	0	3.91
4	0	0	0	1	0	2	231.893	2.364	358.229	0	47.86	71.778	238.591	560.364	1	0.75	0.0099727	0.0020936	0.9175954	16.315	6.261	7.631	3.461	3.503	-2.762	-3.883	-3.208	3483.716	0.71	10000	-2.053	9.368	0.649	1	-0.092	3	100	0	0	21.483	1	0	6	6	0	11	0	0.0032342	6.13
12	0	0	0	0	0	0	72.107	1.984	234.513	234.513	0	0	0	338.434	0	1.7	0.0116292	0	1.0014944	7.39	2.049	2.218	1.958	0.459	0.548	0.121	-1.508	9906.038	-0.116	5899.293	-2.471	10.743	-3.031	1	-0.854	3	100	0	0	10.222	1	0	5	5	4	5	0	0	1.52
3	0	0	0	2	0	1	150.22	1.758	387.35	247.083	43.049	97.219	0	617.842	1	0.75	0.0049995	0.0019362	0.9056896	18.216	5.225	7.008	3.368	3.285	-2.311	-2.191	-3.522	3869.622	0.093	2135.749	-1.778	9.046	-0.336	3	0.025	3	100	0	0	20.343	1	0	6	6	0	11	0	0.00499259	4.67
10	0	0	0	0	0	1	92.14	0.386	295.727	87.876	0	207.851	0	435.843	0	0	0.0003411	0	0.9400719	13.273	3.837	3.449	0.923	2.727	-2.218	-2.353	-3.493	9906.038	0.368	5899.293	-0.787	9.543	-0.421	1	-0.117	3	100	0	0	0	0	0	6	6	0	7	0	0	3.42
11	0	0	0	0	0	1	131.389	1.516	261.89	24.155	0	28.312	209.422	366.426	0	0	0.0062745	0	0.9455901	8.781	3.299	2.724	0.615	2.418	-1.941	-1.631	-2.547	9906.038	0.24	10000	-1.42	9.668	-0.045	0	-0.318	3	100	0	0	0	0	0	0	0	0	5	0	0	3.47
13	0	0	0	0	3	-2	90.079	2.9	192.996	192.996	0	0	0	293.288	0	5.1	0.0286671	0	1.1061476	5.583	3.095	3.763	5.207	-1.879	2	2	0.186	9906.038	-1.753	5899.293	-1.52	10.833	-2.261	0	-1.895	3	87.465	0	0	28.257	3	0	6	6	3	6	0	0	1.18
6	1	0	0	6	0	1	143.272	0.454	433.568	433.568	0	0	0	697.055	0	2	0.0002963	0	0.8769047	17.89	4.605	5.486	1.409	2.464	-1.261	-1.19	-4.25	2470.586	0.146	1454.789	-0.909	9.104	-2.669	1	-0.148	3	100	0	0	4.344	1	0	0	0	0	10	0	0	3.45
