moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC.	moe2D_PEOE_PC..1	moe2D_PEOE_RPC.	moe2D_PEOE_RPC..1	moe2D_PEOE_VSA.0	moe2D_PEOE_VSA.1	moe2D_PEOE_VSA.2	moe2D_PEOE_VSA.3	moe2D_PEOE_VSA.4	moe2D_PEOE_VSA.5	moe2D_PEOE_VSA.6	moe2D_PEOE_VSA.0.1	moe2D_PEOE_VSA.1.1	moe2D_PEOE_VSA.2.1	moe2D_PEOE_VSA.3.1	moe2D_PEOE_VSA.4.1	moe2D_PEOE_VSA.5.1	moe2D_PEOE_VSA.6.1	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC.	moe2D_Q_PC..1	moe2D_Q_RPC.	moe2D_Q_RPC..1	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaO	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_aasN	moe2D_kS_dO	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_dssS	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_ssS	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP.o.w.	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb	Class
6.906	1.309	1.298	1.6	1.335	-2.488	-0.7232	0.7792	2.459	-2.651	-0.7028	0.7358	2.514	-2.229	-0.5741	0.9102	2.712	0	-0.8302	-0.4495	0.1822	2.231	-1.363	-0.3422	0.1285	2.357	-0.5112	-0.2541	0.2629	2.494	10.08	4.297	2.493	8.138	3.394	1.936	2.302	1.55	-1.55	0.1403	0.2491	21.72	21.97	34.16	0	30.97	0	0	26.72	12.25	0	0	0	0	29.95	0.6572	0.3878	0.1685	0.3428	0.6122	0.1743	116.8	68.93	29.95	60.93	108.8	30.97	3.329	-3.329	0.1352	0.2974	0.4584	0.3878	0.1685	0.5416	0.6122	0.3731	81.48	68.93	29.95	96.26	108.8	66.31	4.39	0	76.16	0	20.14	32.9	52.93	18.44	0	0.1854	109.1	0	0	18.44	3.186	0	0	52.93	6.469	10.49	86.71	0.65	4.585	2.531	6.856	169.2	37.23	1.619	4	6	0	23	4	12	8	0	8	0	0	11	0	1	3	0	24.92	2	0.1667	6	23	0	12	2	0.1667	17	2.424	11.37	9.138	5.138	6.435	4.517	5.647	3.208	3.549	2.435	2.28	1.47	0.8738	0.1667	0.3166	0.09623	4.087	1.643	1.608	0.917	0	0	2.439	1.031	0.8838	0.4861	0	0	2.175	0.3319	0.5747	0.1717	1	1	0.7762	7	4.1	0	0	0	0	0.03775	0	0	0	0	0	0	0	0	0	0	0	0	0	5.198	27.2	0.08752	0	0	0	-0.7949	0	0	4	4	1	0	0.008	-0.1234	4.403	6	1	1	2	0	0.4286	0.75	4	0	1	177.7	218	0	0	0	95.31	0	58.44	198	16	56	DoesNot
3.667	0.242	0.03	1.118	0.715	-2.623	-0.1094	0.02782	2.609	-2.672	0.02639	0.123	2.564	-2.404	0.1057	0.1071	2.811	0	-0.7649	-0.2683	-0.1322	2.244	-0.8466	-0.2085	-0.037	2.239	-0.5218	-0.1106	-0.0543	2.431	7.111	2.722	2	7.111	2.722	2	2.151	1.01	-1.01	0.1607	0.3201	38.39	12.8	0	33.46	0	0	0	56.24	0	0	0	0	0	7.511	0.9494	0.4296	0.05061	0.05061	0.5704	0	140.9	63.75	7.511	7.511	84.65	0	1.68	-1.68	0.3333	0.3333	0.7239	0.05061	0.05061	0.2761	0.9494	0.2255	107.4	7.511	7.511	40.98	140.9	33.46	3.164	33	0	0	25.58	0	0	0	99.98	1.088	0	0	58.58	0	0	0	0	0	0	99.98	27.69	0.7642	4.17	1.959	6.026	132.2	28.95	1.379	3	0	0	21	0	9	3	0	6	0	0	12	0	0	3	0	20.97	0	0	0	21	0	9	0	0	21	2.341	18.87	6.853	4.732	5.957	4.732	4.182	1.732	3.146	1.732	0	0	0.866	0	0.2887	0	2.414	0	1.15	0	0	0	2.349	0	0.9058	0	0	0	1	0	0.3333	0	0	0	0.7401	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57	0	0	0	0	0	0	0	15.34	0	-0.4063	0	0	3	0	1	0	1.309	-0.7911	3.288	6	1	1	2	0	0.25	0.3333	3	0	1	148.4	178.6	7.511	0	0	88.23	44.13	7.511	84	9	42	Crosses
4.637	0.75	0.03	0.672	1.055	-2.589	-0.5132	0.3999	2.628	-2.455	-0.4147	0.2719	2.747	-2.354	-0.3733	0.6382	2.867	0	-0.7972	-0.3402	-0.0517	2.354	-0.9531	-0.3053	-0.037	2.422	-0.5296	-0.203	0.165	2.577	6.694	2.939	1.383	5.406	2.31	1.063	1.249	0.5398	-0.5398	0.2803	0.4246	56.02	8.531	0	11.19	0	0	0	43.72	8.701	9.421	0	0	0	0	1	0.4495	0	0	0.5505	0	137.6	61.84	0	0	75.74	0	0.7561	-0.7561	0.4153	0.5528	0.74	0.1641	0.1641	0.26	0.8359	0.09589	101.8	22.58	22.58	35.77	115	13.19	3.558	0	51.52	0	2.328	0	93.91	0	0	0.6659	0	51.52	0	0	2.328	18.87	0	0	56.61	18.44	43.6	0.7602	4.459	2.048	6.345	138.2	29.71	1.485	3	5	0	20	0	10	5	0	6	0	0	10	0	4	0	0	21.63	0	0	5	21	0	11	0	0	16	1.973	12.91	6.812	4.113	5.824	4.036	4.966	2.408	3.717	2.354	1.349	1.311	0.3333	0	0.1414	0	3.466	0.7041	1.876	0.6768	0	0	2.392	0.3211	1.217	0.3018	0	0	0.9428	0	0.3265	0	0	0	0.7575	5	0	11.4	0	0	0	1.053	1.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.804	0	0	0	0	0	0	4	0	1	0	0.159	0.1495	3.751	11	1	2	2	0	0.4	0.6667	3	0	2	137.6	182.4	35.74	0	0	83.53	11.19	35.74	107	13	50	Crosses
15.77	3.318	0.286	2.25	3.167	-2.799	-0.6318	0.656	2.694	-2.913	-0.4845	0.7504	2.627	-2.515	-0.4272	0.8578	2.97	0	-0.8583	-0.3992	0.04998	2.797	-0.9658	-0.2998	0.1513	2.869	-0.5227	-0.178	0.2373	3.074	20.28	9.667	4.951	18.92	8.991	4.595	6.299	1.751	-1.751	0.1196	0.2249	186.9	53.34	0	0	10.32	0	0	69.98	73.85	0	0	0	0	7.768	0.955	0.377	0.01932	0.04499	0.623	0.02567	384	151.6	7.768	18.09	250.5	10.32	4.299	-4.299	0.09304	0.1884	0.6391	0.3553	0.06845	0.3609	0.6447	0.2925	257	142.9	27.53	145.1	259.2	117.6	11.36	0	31.63	6.226	3.501	5.513	142.4	150	71.37	3.943	28.51	6.249	0	150	0	3.101	3.501	123.5	18.87	76.88	29.95	0.4102	5.907	3.613	9.197	404	84.37	1.592	3	12	0	53	1	27	23	0	21	1	0	26	0	3	1	1	63.48	6	0.2	12	56	0	30	6	0.2	44	1.3	37.06	18.64	14.2	17.05	12.91	13.24	7.616	10.83	6.065	3.683	2.293	1.439	0	1.067	0	9.797	2.165	6.69	1.055	0	0	8.391	1.402	5.116	0.5729	0	0	3.448	0	2.302	0	0	0	0.753	14	14.83	0	0	0	0.7905	5.088	0	0	0	0	0	0	0	0	0	0	6.298	0	0	0	9.078	8.567	0	0	1.825	0	7.305	0	4	1	1	0	3.309	-4.418	11.37	22	1	4	8	0	0.5	1	7	0	4	402.1	536.5	0	0	0	366.3	0	13.57	2000	43	142	Crosses
4.878	0.853	0.207	0.607	0.803	-2.483	-0.6049	0.6582	2.412	-2.666	-0.4975	0.763	2.414	-2.207	-0.4632	0.807	2.687	0	-0.8393	-0.3725	0.07242	2.131	-1.363	-0.2498	0.1557	2.224	-0.5084	-0.2041	0.1812	2.412	7.111	3.92	2.38	5.29	2.793	1.626	1.642	0.6959	-0.6959	0.1699	0.4737	17.06	21.33	17.24	0	0	0	0	24.1	61.27	0	0	0	0	6.651	0.955	0.6233	0.04505	0.04505	0.3767	0	141	92.03	6.651	6.651	55.63	0	1.883	-1.883	0.1911	0.5256	0.7489	0.475	0.04505	0.2511	0.525	0.2061	110.6	70.13	6.651	37.08	77.52	30.43	3.92	0	0	0	3.186	32.9	107.1	18.44	0	1.188	32.9	0	0	18.44	3.186	18.87	0	88.22	0	0	26.02	0.7642	4.17	2.333	5.976	121.2	24.38	1.219	1	6	0	20	1	9	8	0	8	0	0	11	0	1	0	0	22.51	2	0.2222	6	20	0	9	2	0.2222	14	2.121	11.37	6.527	5.527	5.378	4.801	4.432	3.725	3.172	2.764	2.793	1.736	0.2041	0.2041	0.1179	0.1179	2.422	2.133	1.276	1.131	0	0	1.884	1.476	0.8113	0.6447	0	0	0.433	0.433	0.2194	0.2194	0	0	0.6299	6	10.26	0	0	0	0	1.319	0	0	0	0	0	0	0	0	0	0	0	0	0	5.361	0	1.727	0	0	0	0	0	0	1	1	1	0	1.25	-1.111	3.97	6	1	1	2	0	0.5	1	3	0	1	147.7	192.4	0	0	0	117.4	0	17.74	94	8	38	Crosses
10.02	1.556	1.35	1.42	0.794	-2.561	-0.5545	0.5576	2.659	-2.784	-0.5067	0.6713	2.601	-2.322	-0.3816	0.7004	2.898	0	-0.761	-0.4363	0.08699	2.533	-1.184	-0.3545	0.1555	2.511	-0.5181	-0.2151	0.1695	2.788	13.43	5.325	2.291	9.696	3.758	1.588	2.144	1.759	-1.759	0.1871	0.1578	21.33	21.33	0	17.24	25.9	0	17.44	10.91	80.02	0	0	13.57	27.41	0	0.6414	0.561	0.1743	0.3586	0.439	0.1843	150.8	131.9	40.97	84.31	103.2	43.34	3.583	-3.584	0.1925	0.1591	0.5681	0.4442	0.1743	0.4319	0.5558	0.2576	133.6	104.5	40.97	101.6	130.7	60.58	6.009	71.59	0	36.02	3.186	0	107.1	15.35	33.33	0.7004	36.02	15.35	47.72	0	3.186	0	0	88.22	18.87	57.19	75.27	0.5423	5.17	2.641	7.921	232.2	48.09	1.658	3	6	0	29	2	17	9	0	12	0	0	12	0	2	3	0	33.73	2	0.1111	6	30	3	18	2	0.1111	21	2.219	17.31	12.47	8.052	9.319	7.094	8.108	4.743	5.334	3.721	3.801	2.625	1.291	0.5941	0.5641	0.411	6.324	2.978	3.026	1.797	0.06804	0.06804	5.658	1.929	2.064	0.9268	0.04419	0.04419	3.758	1.296	1.491	0.7799	0	0	0.7802	8	8.723	0	0	0	0	0.588	0	35.01	0	0	0	0	-1.903	0	0	1.738	0	0	0	0	0	0.2936	4.28	0	0	0	0	-1.31	5	2	1	0	1.718	-2.949	6.223	12	1	2	2	0	0.5	1	4	0	2	235.1	297.7	40.7	0	11.37	126.5	43.34	52.07	458	31	88	Crosses
11.11	2.041	0.914	1.282	1.157	-2.404	-0.6488	0.6978	2.579	-2.475	-0.5381	0.8059	2.529	-2.117	-0.4999	0.8543	2.852	0	-0.7879	-0.398	0.07951	2.539	-1.196	-0.2888	0.1645	2.59	-0.4588	-0.2161	0.1931	2.824	13.96	5.78	2.492	9.581	3.876	1.641	1.955	1.717	-1.717	0.1886	0.1842	0	42.65	0	17.24	0	12.95	17.44	4.417	122.5	0	0	13.57	13.7	0.1369	0.7638	0.631	0.112	0.2362	0.369	0.1242	186.9	154.4	27.41	57.8	90.28	30.39	4.147	-4.147	0.1664	0.1761	0.6933	0.631	0.112	0.3067	0.369	0.1947	169.6	154.4	27.41	75.04	90.28	47.63	7.046	47.72	0	36.02	6.371	0	176.4	10.09	0	2.081	36.02	10.09	23.86	0	6.371	0	0	176.4	0	23.86	58.2	0.5188	5.392	2.718	8.25	252.3	47.96	1.547	2	12	0	31	2	19	13	0	15	0	0	12	0	2	2	0	38.21	2	0.09524	12	33	2	21	2	0.09524	19	1.861	16.35	13.29	9.88	10.09	8.274	9.232	6.499	5.98	4.571	5.17	3.107	1.231	0.3849	0.5187	0.2292	7.106	4.153	3.282	2.125	0.06804	0	6.129	3.205	2.28	1.376	0.03125	0	3.464	1.014	1.293	0.5035	0	0	0.746	8	18.45	0	0	0	0	1.481	0	23.89	0	0	0	0	-0.8263	0	0	0	0	0	0	0	0	0	5.066	0	0	0	0	-1.139	4	2	1	0	2.449	-3.676	7.233	17	1	3	2	0	0.5	1	4	0	3	244.7	338.2	27.13	0	11.37	162.5	30.39	38.5	617	32	102	Crosses
8.33	1.321	0.277	1.396	1.666	-2.668	-0.2273	0.1239	2.571	-2.746	-0.05452	0.2571	2.522	-2.393	0.05537	0.2111	2.836	0	-0.8559	-0.3825	-0.03608	2.415	-1.334	-0.2639	0.0542	2.429	-0.5218	-0.1244	0.001569	2.661	15.06	8.163	5.444	11.86	6.324	4.163	4.41	1.466	-1.466	0.2004	0.2115	73.29	40.54	17.24	0	0	14.71	0	75.4	37.5	0	0	0	13.57	9.155	0.867	0.482	0.08075	0.133	0.518	0.05227	244	135.6	22.72	37.43	145.8	14.71	3.31	-3.31	0.1915	0.2719	0.6119	0.2549	0.08075	0.3881	0.7451	0.3073	172.2	71.74	22.72	109.2	209.7	86.47	6.892	34.86	3.124	0	3.186	2.757	103.5	83.99	66.65	1.767	32.9	10.87	11	76.24	27.05	0	0	70.57	0	69.41	55.56	0.5226	5.087	3.263	7.833	236.3	54.21	1.465	2	6	0	37	1	17	12	0	13	0	0	20	0	2	2	0	40.02	6	0.3529	6	37	1	17	7	0.4118	30	2.147	26.06	12.67	9.389	10.48	8.638	8.168	4.881	5.92	3.986	2.203	1.289	0.8952	0.1667	0.3793	0.08333	5.292	1.483	2.681	0.7182	0	0	3.516	0.9525	1.51	0.3869	0	0	1.981	0.2357	0.781	0.09623	0	0	0.6864	11	6.742	0	0	0	0	1.184	0	11.63	0	0	0	0	-0.2943	0	0	4.177	0	0	0	5.544	0	3.129	0	5.181	0	0	2.205	0	4	1	1	0	1.734	-2.04	6.888	6	1	1	6	0	0.4545	0.8333	6	0	1	281.4	344.3	13.57	0	17.74	213.9	17.21	31.31	618	21	76	Crosses
11.6	2.665	0.03	1.315	2.381	-2.657	-0.5316	0.598	2.566	-2.707	-0.43	0.7	2.606	-2.374	-0.4045	0.7328	2.853	0	-0.8639	-0.3383	0.06129	2.607	-0.9543	-0.2295	0.1423	2.751	-0.5197	-0.1847	0.1608	2.914	14.92	6.84	3.442	12.59	5.72	2.859	3.602	1.109	-1.109	0.05712	0.2779	86.15	34.12	0	0	0	0	0	117.4	68.78	0	0	0	0	0	1	0.6075	0	0	0.3925	0	306.4	186.2	0	0	120.3	0	2.782	-2.782	0.1327	0.2911	0.6977	0.3844	0.06448	0.3023	0.6156	0.2378	213.8	117.8	19.76	92.62	188.6	72.86	8.719	0	3.124	6.226	0	5.513	160	36.88	98.01	4.241	3.124	3.124	0	36.88	0	68.9	0	141.1	18.87	37.73	6.48	0.4999	5.459	3.031	8.363	284.4	54.95	1.374	1	12	0	40	0	20	18	0	17	0	0	20	0	2	0	1	48.36	4	0.1818	12	42	0	22	4	0.1818	30	1.671	28.1	13.95	12.09	12.86	10.74	9.754	6.3	7.854	4.655	3.865	2.367	1.15	0	0.8779	0	6.96	2.316	4.649	1.107	0	0	6.082	1.52	3.663	0.6071	0	0	2.518	0	1.656	0	0	0	0.6932	9	17.4	0	0	0	0	5.4	0	0	0	0	0	0	0	0	0	4.266	0	0	0	0	0	3.348	0	0	1.874	0	4.709	0	2	0	1	0	3.849	-3.84	8.673	16	1	3	4	0	0.4444	0.8	5	0	3	306.4	410.3	0	0	0	292.2	0	0	789	31	104	Crosses
9.321	1.731	0.129	1.07	1.168	-2.656	-0.5337	0.6064	2.598	-2.816	-0.4881	0.6518	2.524	-2.394	-0.4105	0.7155	2.845	0	-0.8458	-0.3644	0.07644	2.503	-1.153	-0.3561	0.1396	2.587	-0.5216	-0.1992	0.1649	2.772	15.39	7.695	4.795	12.34	6.089	3.755	3.955	1.528	-1.528	0.1374	0.2541	56.94	70.97	8.619	0	10.32	0	0	51.96	73.53	0	0	0	0	10.41	0.9267	0.4806	0.03681	0.07333	0.5194	0.03651	262	135.9	10.41	20.73	146.8	10.32	2.992	-2.993	0.1337	0.3008	0.7682	0.3402	0.03681	0.2318	0.6598	0.195	217.2	96.19	10.41	65.55	186.6	55.14	7.859	0	36.39	18.01	15.69	5.146	123.5	39.37	66.65	2.578	54.4	0	10.45	39.37	0	0	0	128.6	0	71.9	41.49	0.5023	5.322	3.28	8.168	259.3	54.64	1.366	3	10	0	40	2	19	16	0	16	0	0	21	0	1	2	0	44.87	6	0.3	11	41	0	20	6	0.3	30	1.721	25.53	13.66	11.25	11.47	10.11	9.165	6.771	6.686	5.293	4.741	3.123	1.166	0.3027	0.6322	0.1555	5.99	3.216	2.943	1.572	0	0	4.691	2.617	1.938	1.063	0	0	2.078	0.8347	0.8427	0.3527	1	1	0.6773	11	14.04	0	0	0	2.226	0.821	0	0	0	0	0	0	0	0	0	4.108	0	0	0	0	9.844	0.8434	3.189	5.723	0	-0.131	0	0	3	2	1	0	2.921	-3.532	7.79	11	1	2	6	0	0.4545	0.8333	6	0	2	282.7	382.9	2.504	0	0	239.9	0	21.75	792	25	92	Crosses
13.23	2.203	1.142	4.628	3.652	-2.569	-0.4875	0.4169	2.737	-2.804	-0.4865	0.4103	2.688	-2.304	-0.3069	0.6082	2.99	0	-0.8387	-0.417	0.0444	2.772	-1.371	-0.4236	0.05197	2.672	-0.5248	-0.2286	0.1789	3.014	20.73	9.467	5.299	16.26	7.348	4.083	4.595	3.071	-3.071	0.0804	0.1199	98.53	32.29	27.12	34.48	51.8	0	0	26.1	0	0	0	0	65.63	6.925	0.6373	0.2877	0.2116	0.3627	0.7123	0.1511	218.5	98.66	72.56	124.4	244.2	51.8	6.592	-6.592	0.08631	0.1214	0.3508	0.2116	0.2116	0.6492	0.7884	0.4376	120.3	72.56	72.56	222.6	270.3	150	9.244	95.45	36.7	36.02	11.95	32.9	94.34	60.24	17.21	-1.901	68.92	26.92	124.6	36.45	0	33.57	0	0	94.34	0	146.3	0.4121	5.807	3.279	9.146	362.4	82.46	1.718	6	0	0	48	3	26	9	0	16	0	0	22	0	6	4	0	52.64	7	0.25	0	50	6	28	8	0.2857	44	1.654	33.16	18.68	10.28	14.31	9.759	12.45	4.949	8.681	4.587	2.451	2.202	1.86	0	0.7298	0	9.226	1.007	4.8	0.8571	0	0	5.965	0.3103	2.638	0.2332	0	0	4.177	0	1.5	0	3	3	0.802	11	0	0	0	0	0	0	0	48.36	0	0	1.569	8.153	-0.9186	0	0	0	0	0	0	5.393	0	2.768	5.285	0	0	-2.196	1.424	0	10	3	1	0	-3.03	-1.355	9.138	15	1	3	7	1	0.4545	0.8333	6	0	3	342.9	451.8	65.63	0	29.11	119.4	103.6	94.74	1657	35	134	Crosses
3.688	0.418	0.384	1.033	0.627	-2.618	-0.2341	0.3441	2.545	-2.729	-0.1476	0.425	2.58	-2.358	-0.1482	0.3761	2.8	0	-0.8441	-0.2296	0.02446	2.078	-1.364	-0.1369	0.1165	2.089	-0.5241	-0.1306	0.0501	2.299	6	5	5.333	6	5	5.333	5	0.7527	-0.7527	0.1571	0.4384	34.12	0	34.48	0	0	0	0	43.79	0	0	0	0	0	13.3	0.8942	0.4542	0.1058	0.1058	0.5458	0	112.4	57.09	13.3	13.3	68.6	0	1.98	-1.98	0.1818	0.5	0.4099	0.1058	0.1058	0.5901	0.8942	0.4842	51.53	13.3	13.3	74.16	112.4	60.86	2.734	0	0	0	0	65.79	37.74	36.88	0	-0.316	65.79	0	0	36.88	0	0	0	0	37.74	0	52.04	0.8524	3.322	2.149	4.704	88.15	22.04	1.224	2	0	0	18	2	6	4	0	4	0	0	12	0	2	0	0	17.24	3	0.6	0	17	0	5	3	0.6	17	2.339	11.8	4.828	2.828	3.983	2.828	2.914	1.5	2.316	1.5	0.7071	0.7071	0	0	0	0	0.9571	0.25	0.6582	0.25	0	0	0.5	0	0.2887	0	0	0	0	0	0	0	0	0	0.6254	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.32	0	3.682	0	0	0	0	0	0	2	2	1	0	-0.658	0.6232	2.654	0	1	0	3	0	0.4	0.6667	3	0	0	125.7	141	0	0	0	72.22	0	35.48	35	3	18	DoesNot
10.94	1.866	0.204	2.716	2.807	-2.538	-0.2115	0.4124	2.48	-2.682	-0.2791	0.4102	2.573	-2.257	-0.1057	0.5546	2.789	1	-0.8521	-0.3183	0.01733	2.437	-1.127	-0.2749	0.1465	2.505	-0.5577	-0.165	0.2435	2.694	19.05	10.68	8.889	17.36	9.685	8.03	8.005	2.625	-1.625	0.1162	0.2847	87.85	57.9	49.61	0	4.028	16.75	10.32	94.23	11.17	0	19.76	0	0.2738	2.504	0.9044	0.361	0.007838	0.09559	0.639	0.08775	320.5	127.9	2.778	33.88	226.5	31.1	5.296	-4.296	0.2035	0.2023	0.4843	0.3071	0.09511	0.5157	0.6929	0.4206	171.6	108.8	33.7	182.7	245.5	149	8.407	17.06	3.124	85.72	13.23	0	88.17	35.67	130.9	1.883	36.02	10.68	25.6	59.77	10.9	110.5	0	52.5	0	67.89	80.75	0.4537	5.392	3.665	8.429	315.4	75.31	1.712	3	5	1	44	3	21	11	0	13	0	0	23	0	4	3	1	47.92	10	0.4762	5	44	2	21	10	0.4762	37	2.021	32.94	15.66	9.682	13.44	9.06	10.01	3.041	7.752	2.406	1.155	0.7416	1.429	0	0.6022	0	5.561	0.5749	3.486	0.319	0	0	4.048	0.2357	2.247	0.1179	0	0	1.724	0	0.656	0	0	0	0.7662	14	3.999	0	0	5.708	0	1.926	0	10.46	-0.235	0	1.032	0	0.4716	0	0	5.681	0	0	0	0	8.57	3.139	5.788	0	1.731	0	2.061	0	7	3	1	0	0.456	-2.072	8.434	6	1	1	10	0	0.5	1	7	0	1	354.4	411.7	16.97	4.028	11.37	249.5	30.61	45.3	1227	22	94	DoesNot
