QikProp_.stars	QikProp_.amine	QikProp_.amidine	QikProp_.acid	QikProp_.amide	QikProp_.rotor	QikProp_.rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip.2.V	QikProp_ACxDN..5.SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo.w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP.eV.	QikProp_EA.eV.	QikProp_.metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_.NandO	QikProp_RuleOfFive	QikProp_.ringatoms	QikProp_.in34	QikProp_.in56	QikProp_.noncon	QikProp_.nonHatm	QikProp_RuleOfThree	QikProp_ACxDN..5.SAxSASA.MW	Class
0	0	0	0	1	5	1	-2	436.5	5.859	746.821	415.896	175.241	69.883	85.801	1316.399	2	11.2	0.0260746	0.0212088	0.7778098	43.985	12.837	24.074	18.267	1.341	-4.135	-3.421	-4.086	125.316	-1.458	278.356	-4.023	8.802	0.817	1	-0.54	3	72.345	38.718	29.659	115.59	8	0	20	3	17	9	30	0	0.0362868	H
0	0	0	0	1	3	0	-1	394.463	5.086	688.785	386.837	147.324	68.491	86.133	1205.103	1	9.5	0.0214607	0.0137924	0.795117	40.802	11.278	20.5	15.747	1.606	-3.848	-3.418	-3.799	202.844	-0.96	540.221	-3.705	8.691	0.785	1	-0.46	3	77.644	38.73	36.642	103.057	7	0	17	0	17	6	27	0	0.0240834	H
0	0	0	0	1	4	0	-2	354.34	9.529	636.572	185.199	210.991	207.595	32.788	1084.343	1	8.5	0.0837367	0.0133528	0.8018537	36.656	11.221	19.604	15.567	0.805	-4.4	-4.287	-4.354	53.196	-1.785	61.342	-4.293	9.372	1.179	1	-0.605	3	62.546	32.788	33.819	117.075	7	0	17	0	17	2	26	0	0.0239883	H
0	0	0	0	0	2	0	-1	399.497	7.845	659.306	359.399	122.694	77.263	99.95	1160.675	1	10.5	0.0530302	0.0159258	0.8101243	39.75	10.983	21.149	16.567	1.783	-2.862	-3.331	-4.973	27.064	-0.558	1150.049	-3.317	8.548	0.829	1	-0.4	2	63.022	26.44	0	82.961	6	0	18	0	11	7	26	0	0.026283	M
1	0	0	0	0	2	0	-1	415.497	6.409	656.932	346.228	147.966	77.442	85.297	1170.682	1	10.5	0.0350845	0.0159834	0.8177183	40.152	11.176	21.13	14.229	1.62	-4.324	-3.582	-4.851	391.508	-0.823	526.511	-3.782	8.82	0.802	0	-0.369	3	82.838	24.591	0	97.383	7	0	18	0	11	8	27	0	0.025271	H
1	0	0	0	0	5	0	-2	459.528	8.177	736.324	287.889	217.715	100.453	130.267	1271.546	2	12	0.0525889	0.0230477	0.7708758	42.482	13.331	24.78	17.347	1.277	-5.065	-4.589	-5.719	85.371	-1.861	178.988	-4.698	8.843	1.702	2	-0.483	3	68.99	33.433	0	137.105	9	0	16	0	16	2	29	0	0.0369304	M
0	0	0	0	1	3	0	-1	347.321	7.228	608.147	185.196	142.407	210.803	69.742	1037.535	1	7.5	0.05036	0.0123325	0.815001	35.455	10.062	18.108	14.303	1.579	-0.685	-3.543	-4.156	237.825	-0.876	493.368	-3.113	9.511	0.833	2	-0.475	3	78.719	69.742	33.818	91.557	6	0	17	0	17	2	25	0	0.0215938	H
0	0	1	0	0	5	0	-2	290.327	3.667	559.457	49.724	182.856	326.877	0	931.42	5	4.5	0.014437	0.0179858	0.8244457	31.033	11.48	20.253	15.185	1.596	-3.439	-4.05	-5.932	182.76	-1.531	78.801	-5.321	8.626	0.262	1	-0.238	3	76.772	0	0	100.09	6	0	18	0	18	0	22	0	0.0346584	L
0	0	1	0	0	5	0	-2	305.341	7.58	581.574	134.271	201.87	245.433	0	974.436	5	5.5	0.0589614	0.0211467	0.8173273	31.976	11.458	21.679	15.799	1.303	-3.65	-4.043	-5.658	120.661	-1.753	50.307	-5.958	8.562	0.479	3	-0.244	3	71.829	0	0	111.217	7	0	18	0	18	0	23	0	0.0402775	L
0	0	1	0	0	6	0	-2	362.39	4.676	717.558	195.172	185.255	337.131	0	1182.652	3	5.5	0.0184859	0.013276	0.7537243	40.543	13.711	21.022	13.487	3.134	-6.081	-5.323	-7.125	173.432	-1.972	74.463	-5.233	8.733	0.36	1	0.347	3	85.372	0	0	117.652	8	0	18	0	18	0	27	1	0.0262874	M
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
0	0	0	0	0	8	0	-1	492.695	8.258	761.242	645.961	98.033	17.248	0	1479.66	2	7.85	0.0460879	0.0145835	0.8249295	48.09	13.153	23.263	11.232	4.514	-5.885	-6.018	-4.447	1164.8	-0.879	583.391	-2.497	9.985	-0.008	5	0.737	3	100	0	0	81.267	6	0	22	4	17	16	35	1	0.0225323	H
0	0	0	0	0	10	0	-2	478.668	4.683	738.234	578.656	140.909	18.668	0	1428.47	4	8.6	0.0153498	0.0232989	0.8309062	44.771	13.455	25.144	14.705	3.307	-4.798	-5.419	-4.357	456.726	-1.4	212.069	-3.091	10.136	0.123	6	0.311	3	93.91	0	0	97.984	6	0	17	0	17	14	34	0	0.0359331	H
0	0	0	0	0	10	0	-2	478.668	5.037	727.294	548.381	163.131	15.781	0	1410.738	4	8.6	0.017987	0.0236493	0.8364107	44.033	13.424	25.044	14.81	3.049	-4.626	-5.419	-4.254	281.145	-1.594	125.519	-3.51	10.264	0.312	7	0.275	3	88.632	0	0	102.134	6	0	17	0	17	14	34	1	0.035933	H
