moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC.	moe2D_PEOE_PC..1	moe2D_PEOE_RPC.	moe2D_PEOE_RPC..1	moe2D_PEOE_VSA.0	moe2D_PEOE_VSA.1	moe2D_PEOE_VSA.2	moe2D_PEOE_VSA.3	moe2D_PEOE_VSA.4	moe2D_PEOE_VSA.5	moe2D_PEOE_VSA.6	moe2D_PEOE_VSA.0.1	moe2D_PEOE_VSA.1.1	moe2D_PEOE_VSA.2.1	moe2D_PEOE_VSA.3.1	moe2D_PEOE_VSA.4.1	moe2D_PEOE_VSA.5.1	moe2D_PEOE_VSA.6.1	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC.	moe2D_Q_PC..1	moe2D_Q_RPC.	moe2D_Q_RPC..1	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nN	moe2D_a_nO	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_dCH2	moe2D_kS_dO	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_violation	moe2D_logP.o.w.	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb	Activity
4.372	0.68	0.03	0.125	0.505	-2.381	-0.1134	0.1479	2.318	-2.227	-0.00139	0.2551	2.472	-2.084	0.01514	0.3297	2.625	-0.7684	-0.2438	-0.111	2.187	-0.6143	-0.1276	-0.01053	2.34	-0.4852	-0.08291	0.02508	2.477	7.111	2.722	1.704	5.29	1.94	1.164	1.14	0.4362	-0.4362	0.1428	0.1343	38.39	12.8	0	0	0	0	0	60.66	38.97	0	0	0	0	0	1	0.6606	0	0	0.3394	0	150.8	99.63	0	0	51.18	0	0.8805	-0.8805	0.1704	0.1704	1	0.2877	0	0	0.7123	0	150.8	43.39	0	0	107.4	0	4.065	0	0	0	9.557	0	52.93	0	99.98	2.612	0	0	0	0	9.557	0	0	52.93	0	99.98	0	0.7642	4.17	2.037	6.021	120.2	20.69	0.9852	0	6	21	0	9	9	0	9	0	0	12	0	0	23.84	0	0	6	21	0	9	0	0	15	0	2.409	13.12	6.853	6.853	6.232	6.232	4.198	4.198	3.238	3.238	3.873	2.588	0.7601	0.7601	0.4553	0.4553	2.86	2.86	1.662	1.662	0	0	1.817	1.817	0.8913	0.8913	0	0	1.478	1.478	0.7904	0.7904	0	0	0.5946	5	6.502	0	0	4.105	0	0	0	0	0	0	6.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.348	-2.807	4.066	6	1	1	0	0	0.4	0.6667	3	0	1	150.8	202.2	0	0	142.3	0	0	84	10	42	4.19
2.52	0.306	0.03	0.084	0.441	-2.285	-0.06855	0.0441	2.323	-2.344	0.123	0.4908	2.32	-2.039	0.1057	0.4277	2.583	-0.7092	-0.228	-0.1159	1.542	-0.8467	-0.037	0.2908	1.657	-0.4748	-0.0543	0.2616	1.816	4	3	4	8.351	8.291	16.21	17.31	0.2484	-0.2484	0.1775	0.5	39.09	0	0	0	0	0	0	0	0	59.16	0	0	0	0	1	0.6022	0	0	0.3978	0	98.25	59.16	0	0	39.09	0	0.58	-0.58	0.5	0.5	0.1737	0.6022	0.6022	0.8263	0.3978	0.2242	17.06	59.16	59.16	81.19	39.09	22.03	2.144	0	0	0	0	0	0	38.37	78.3	1.464	0	0	0	38.37	0	0	0	0	0	78.3	0	0.9544	2.585	1.459	3.446	98.96	12	1.5	0	0	8	0	4	4	0	2	2	0	4	0	0	10.55	1	0.3333	0	7	0	3	1	0.3333	7	0	1.975	5.213	3.414	1.414	3.682	1.414	1.914	0.5	2.104	0.5	0	0	0	0	0	0	0.5	0	0.6429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.045	3	0	0	0	0	0	0	0	0	0	0	0	10.11	0	0	0	1.114	0	0	0	0	0	0	0	0	0	0	0	1.398	-1.121	2.114	0	1	0	1	0	0.3333	0.5	2	1	0	98.25	94.67	0	0	95.4	0	0	10	1	10	2.9
2.841	0.291	0.049	0.102	0.402	-2.441	-0.05724	0.03772	2.46	-2.334	0.123	0.4568	2.608	-2.198	0.1057	0.3969	2.714	-0.7402	-0.2166	-0.1223	1.781	-0.7483	-0.037	0.2503	1.969	-0.5022	-0.0543	0.2215	2.038	5	2.25	4	8.914	4.697	10.41	8.375	0.2925	-0.2925	0.1621	0.4237	37.57	0	0	0	0	0	0	18.75	0	59.16	0	0	0	0	1	0.6747	0	0	0.3253	0	115.5	77.91	0	0	37.57	0	0.58	-0.58	0.5	0.5	0.384	0.5123	0.5123	0.616	0.4877	0.1037	44.34	59.16	59.16	71.14	56.32	11.98	2.6	0	0	0	4.726	0	0	19.18	111.6	2.272	0	0	0	19.18	0	0	0	0	4.726	111.6	0	0.9044	3	1.522	4.197	113	15.79	1.435	0	0	11	0	5	5	0	3	2	0	6	0	0	13.64	1	0.25	0	10	0	4	1	0.25	10	0	2.54	7.399	4.284	2.284	4.552	2.284	2.27	0.9856	2.442	0.9856	0.4082	0.4082	0.4082	0	0.4629	0	0.8165	0	0.9878	0	0	0	0	0	0	0	0	0	0.4082	0	0.5249	0	1	1	0.9487	3	0	0	0	0	0	0	0	0	0	0	1.856	10.53	0	0	0	0.5432	0	0	0.1219	0	0	0	0	0	0	0	0	1.86	-1.448	2.557	0	1	0	1	0	0.3333	0.5	2	1	0	115.5	119.1	0	0	111.2	0	0	18	2	16	2.93
2.872	0.199	0.207	0.595	0.299	-2.68	0.02328	0.1185	2.609	-2.763	0.123	0.2142	2.651	-2.421	0.09627	0.1057	2.865	-0.8402	-0.1367	-0.04153	2.193	-1.364	-0.037	0.0542	2.239	-0.5301	-0.06373	-0.0543	2.412	6	2.222	3	6	2.222	3	2.222	0.5312	-0.5312	0.223	0.6161	50.07	0	17.24	0	0	0	0	18.75	37.5	0	0	0	0	6.651	0.9489	0.4831	0.05108	0.05108	0.5169	0	123.5	62.89	6.651	6.651	67.3	0	0.99	-0.99	0.3636	1	0.7924	0.05108	0.05108	0.2076	0.9489	0.1566	103.2	6.651	6.651	27.04	123.5	20.38	2.849	0	0	4.411	3.982	32.9	0	0	99.98	0.9896	32.9	0	3.982	0	4.411	0	0	0	0	99.98	26.02	0.8524	3.322	1.566	4.788	87.17	21	1.105	1	0	19	1	6	5	0	5	0	0	13	1	0	18.57	1	0.2	0	18	0	5	1	0.2	18	0	2.993	13.55	5.155	4.155	4.732	4.155	2.643	2.065	2.399	2.065	1.577	1.577	0.6667	0.3333	0.5258	0.3333	1.333	0.6667	1.052	0.6667	0	0	0	0	0	0	0	0	1.333	0.3333	0.9107	0.3333	1	1	0.5784	3	0	0	0	0	0	0	0	0	0	0	6.25	0	0	5.435	0	0	0	0	0.9815	0	0	0	0	0	1	1	0	1.149	-0.3399	2.774	0	1	0	1	0	0.3333	0.5	2	0	0	130.2	150.7	0	0	97.13	0	17.74	29	4	22	2.49
4.754	0.696	0.452	1.572	0.943	-2.754	-0.4575	0.462	2.65	-2.917	-0.4723	0.4301	2.508	-2.47	-0.3067	0.5656	2.923	-0.8513	-0.3726	0.05089	2.359	-1.154	-0.4307	-0.01261	2.261	-0.5177	-0.1942	0.1122	2.59	7.111	3.92	2.38	7.111	3.92	2.38	3.097	1.005	-1.005	0.2084	0.3918	108.6	23.48	8.619	0	10.32	0	0	0	0	0	0	0	0	7.904	0.8853	0.04973	0.04973	0.1147	0.9503	0.06495	140.7	7.904	7.904	18.23	151	10.32	2.39	-2.39	0.1674	0.3766	0.322	0.04973	0.04973	0.678	0.9503	0.6282	51.18	7.904	7.904	107.8	151	99.86	3.64	0	28.51	18.01	0	0	0	113.1	0	-1.116	43.4	3.124	0	113.1	0	0	0	0	0	0	35.5	0.7642	4.17	2.333	5.976	130.2	33.23	1.445	3	0	23	2	9	6	0	6	0	0	14	2	1	22.9	2	0.2222	0	23	0	9	2	0.2222	23	0	2.078	17.94	6.527	4.243	5.637	4.243	4.432	1.5	3.472	1.5	0	0	0.2041	0	0.1581	0	2.422	0	1.626	0	0	0	1.884	0	1.076	0	0	0	0.433	0	0.3354	0	0	0	0.6878	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.556	5.433	3.25	0	0	2.26	0	0	0	0	3	2	0	-1.27	0.7983	3.615	6	1	1	4	0	0.5	1	3	0	1	158.9	189.3	0	0	123.6	0	19.25	94	8	38	1.31
3.011	0.403	0.384	1.051	0.588	-2.588	-0.174	0.2949	2.507	-2.833	-0.1087	0.3647	2.413	-2.318	-0.09238	0.3201	2.769	-0.8411	-0.2128	0.00347	1.968	-1.366	-0.1547	0.08419	1.897	-0.5165	-0.1185	0.02321	2.193	5	2.25	4	5	2.25	4	2.25	0.7036	-0.7036	0.1684	0.4669	41.93	0	34.48	0	0	0	0	18.75	0	0	0	0	0	13.3	0.8773	0.2955	0.1227	0.1227	0.7045	0	95.15	32.05	13.3	13.3	76.41	0	1.98	-1.98	0.1818	0.5	0.4088	0.1227	0.1227	0.5912	0.8773	0.4685	44.34	13.3	13.3	64.12	95.15	50.81	2.27	0	0	0	3.982	65.79	0	18.44	33.33	-0.7077	65.79	0	3.982	18.44	0	0	0	0	0	33.33	52.04	0.9044	3	1.522	4.197	74.13	18.63	1.242	2	0	15	2	5	3	0	3	0	0	10	2	0	14.15	1	0.25	0	14	0	4	1	0.25	14	0	2.54	9.612	4.284	2.284	3.439	2.284	2.27	0.9856	1.727	0.9856	0.4082	0.4082	0.4082	0	0.2357	0	0.8165	0	0.3718	0	0	0	0	0	0	0	0	0	0.4082	0	0.1361	0	1	1	0.6361	3	0	0	0	0	0	0	0	0	0	0	1.875	0	0	10.21	0	0.5833	0	0	0.162	0	0	0	0	0	2	2	0	-1.08	0.6995	2.147	0	1	0	1	0	0.3333	0.5	2	0	0	108.5	116.5	0	0	56.41	0	35.48	18	2	16	1.81
2.821	0.341	0.631	0.703	0.717	-2.499	-0.4754	0.6084	2.494	-2.599	-0.5723	0.4758	2.426	-2.279	-0.3993	0.6678	2.703	-0.7988	-0.3218	0.1145	1.875	-0.9226	-0.4102	-0.008745	1.826	-0.5257	-0.2149	0.1576	2.062	5	2.25	4	5	2.25	4	2.25	0.8191	-0.8191	0.2562	0.4792	12.8	32.65	0	0	20.65	0	0	18.75	0	0	0	0	0	15.54	0.6395	0.3415	0.1548	0.3605	0.6585	0.2057	64.2	34.28	15.54	36.18	66.1	20.65	1.36	-1.36	0.2941	0.5	0.4417	0.1548	0.1548	0.5583	0.8452	0.4035	44.34	15.54	15.54	56.04	84.84	40.5	1.877	0	50.77	0	6.469	0	0	20.93	33.33	-0.6405	50.77	0	6.469	20.93	0	0	0	0	0	33.33	40.46	0.9044	3	1.522	4.197	76.09	17.35	1.335	2	0	13	2	5	3	0	3	0	0	8	0	2	12.22	1	0.25	0	12	0	4	1	0.25	12	0	2.54	8.746	4.284	2.284	3.179	2.284	2.27	0.9856	1.56	0.9856	0.4082	0.4082	0.4082	0	0.1826	0	0.8165	0	0.2642	0	0	0	0	0	0	0	0	0	0.4082	0	0.08165	0	1	1	0.7301	3	0	0	0	0	0	0	0	0	0	0	1.528	0	0	0	16	-0.1389	0	0	-0.5602	0	0	0	0	0	2	2	0	-0.636	0.4873	1.914	0	1	0	1	0	0.3333	0.5	2	0	0	100.4	104.2	0	0	59.93	0	27.13	18	2	16	0.13
6.913	1.653	0.639	0.206	1.229	-2.127	-0.6652	0.6823	2.136	-1.907	-0.3084	1.057	2.423	-1.789	-0.2526	1.125	2.504	-0.7511	-0.3973	0.04875	1.873	-0.7617	-0.1282	0.5221	2.179	-0.4268	-0.0723	0.6089	2.26	8.1	2.939	1.75	12.88	4.921	3.054	6.341	0.5654	-0.5654	0.3845	0.6325	6.757	8.531	8.459	0	10.32	0	0	111.8	43.62	0	0	0	0	7.768	0.9083	0.8273	0.03938	0.09173	0.1727	0.05235	179.1	163.2	7.768	18.09	34.07	10.32	1.165	-1.165	0.3861	0.4569	0.9083	0.8273	0.03938	0.09173	0.1727	0.05235	179.1	163.2	7.768	18.09	34.07	10.32	5.121	0	25.39	9.165	5.243	0	35.29	0	137.9	3.68	25.39	0	0	0	0	9.165	0	35.29	0	143.1	20.23	0.7219	4.322	2.063	6.35	330.8	23.09	1.776	1	6	13	1	10	9	3	6	0	0	3	0	1	22.51	0	0	6	13	0	10	0	0	7	0	2.543	7.15	7.724	3.724	9.494	3.155	4.609	2.3	4.824	1.655	1.424	0.869	0.9525	0	0.9502	0	3.343	0.8777	2.648	0.4553	0	0	2.356	0.542	2.793	0.2388	0	0	2.006	0	1.432	0	0	0	1.474	5	3.556	0	2.27	0.2252	0	0	0	0	0	9.65	0	0	0	0	9.216	0	0	0	0	0	0	0	0	0	1	1	0	4.062	-4.294	5	6	1	1	0	0	0.4	0.6667	3	0	1	197.2	224.4	0	0	177.7	0	13.57	110	13	48	4.71
5.364	1.061	0.03	0.034	0.9	-2.102	-0.6778	0.6708	2.114	-1.879	-0.3355	1.008	2.361	-1.768	-0.3293	1.02	2.459	-0.7017	-0.411	0.03622	1.831	-0.5044	-0.12	0.4309	2.099	-0.3778	-0.08529	0.4146	2.179	7.111	2.722	2	8.729	3.433	2.588	3.33	0.3252	-0.3252	0.1988	0.2566	13.56	12.8	0	0	0	0	0	36.76	88.75	0	0	0	0	0	1	0.8265	0	0	0.1735	0	151.9	125.5	0	0	26.36	0	0.981	-0.981	0.1804	0.1804	1	0.8265	0	0	0.1735	0	151.9	125.5	0	0	26.36	0	4.147	0	0	0	10.5	0	52.93	0	117.4	3.647	0	0	0	0	0	0	10.5	52.93	0	117.4	0	0.7642	4.17	1.959	6.026	181.4	18	1.5	0	6	12	0	9	9	0	6	3	0	3	0	0	19.1	0	0	6	12	0	9	0	0	6	0	2.403	4.54	6.853	3.853	6.634	3.232	4.182	2.449	3.433	1.732	1.573	0.933	0.866	0	0.5669	0	2.414	1	1.482	0.5	0	0	2.349	0.6422	1.393	0.2693	0	0	1	0	0.5669	0	0	0	1.027	4	4.902	0	1.687	0	0	0	0	0	0	0	0	16.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.793	-3.588	4.088	6	1	1	0	0	0.25	0.3333	3	0	1	151.9	176.7	0	0	149.7	0	0	84	9	42	4.74
3.821	0.64	0.03	0.049	0.599	-2.457	-0.04832	0.03822	2.443	-2.421	0.123	0.5664	2.522	-2.192	0.1057	0.606	2.737	-0.7559	-0.2077	-0.1218	1.771	-0.7746	-0.037	0.2872	1.931	-0.5029	-0.0543	0.35	2.087	5	4	4	12.67	12.84	17.6	32.52	0.2173	-0.2173	0.1759	0.4222	43.08	0	0	0	0	0	0	8.701	87.25	0	0	0	0	0	1	0.6901	0	0	0.3099	0	139	95.95	0	0	43.08	0	0.46	-0.46	0.5	0.5	0.2467	0.6275	0.6275	0.7533	0.3725	0.1258	34.29	87.25	87.25	104.7	51.78	17.49	3.22	0	0	0	0	0	18.87	37.48	91.91	2.166	0	0	0	37.48	0	0	0	0	18.87	91.91	0	0.9044	3	1.846	4.146	201.9	15.79	1.435	0	0	11	0	5	5	2	3	0	0	6	0	0	15.38	2	0.5	0	10	0	4	2	0.5	10	0	2.191	9.139	4.121	2.121	6.049	2.121	2.414	1	3.777	1	0.3536	0.3536	0	0	0	0	0.7071	0	1.389	0	0	0	0.3536	0	1.364	0	0	0	0	0	0	0	0	0	1.391	4	0	0	0	0	0	0	0	0	0	6.559	0	0	0	0	0	3.441	0	0	0	0	0	0	0	0	0	0	0	2.252	-1.979	3.069	0	1	0	2	0	0.5	1	2	1	0	139	145.2	0	0	134.8	0	0	20	2	14	5.05
2.965	0.294	0.03	0.071	0.441	-2.448	-0.06899	0.04298	2.452	-2.427	0.123	0.4805	2.504	-2.206	0.1057	0.4211	2.704	-0.7461	-0.2273	-0.117	1.777	-0.7775	-0.037	0.2475	1.895	-0.5055	-0.0543	0.2371	2.029	5	4	4	8.914	8.351	10.41	14.89	0.2768	-0.2768	0.1553	0.4529	47.62	0	0	0	0	0	0	8.701	0	59.16	0	0	0	0	1	0.5877	0	0	0.4123	0	115.5	67.87	0	0	47.62	0	0.58	-0.58	0.5	0.5	0.297	0.5123	0.5123	0.703	0.4877	0.1907	34.29	59.16	59.16	81.19	56.32	22.03	2.606	0	0	0	0	0	18.87	38.37	78.3	1.854	0	0	0	38.37	0	0	0	0	18.87	78.3	0	0.9044	3	1.846	4.146	113	15.79	1.435	0	0	11	0	5	5	0	3	2	0	6	0	0	13.64	2	0.5	0	10	0	4	2	0.5	10	0	2.191	7.399	4.121	2.121	4.389	2.121	2.414	1	2.604	1	0.3536	0.3536	0	0	0	0	0.7071	0	0.8018	0	0	0	0.3536	0	0.4546	0	0	0	0	0	0	0	0	0	0.9487	4	0	0	0	0	0	0	0	0	0	0	0	10.43	0	0	0	2.288	0	0	0	0	0	0	0	0	0	0	0	1.84	-1.323	2.59	0	1	0	2	0	0.5	1	2	1	0	115.5	119.1	0	0	111.2	0	0	20	2	14	2.94
5.59	0.926	0.03	0.115	0.843	-2.307	-0.265	0.2646	2.285	-2.114	-0.09736	0.6157	2.492	-2	-0.09615	0.5877	2.598	-0.7512	-0.2924	-0.04817	2.079	-0.5619	-0.1442	0.2917	2.281	-0.4443	-0.1082	0.2551	2.389	8.1	4	2.286	8.449	4.193	2.406	3.543	0.5349	-0.5349	0.116	0.2251	39.09	17.06	0	0	0	0	0	4.417	49.02	59.16	0	0	0	0	1	0.6673	0	0	0.3327	0	168.7	112.6	0	0	56.15	0	1.467	-1.467	0.2955	0.1977	0.5189	0.6673	0.3506	0.4811	0.3327	0.1305	87.56	112.6	59.16	81.19	56.15	22.03	4.597	0	0	0	6.371	0	108.9	0	78.3	3.697	0	0	0	0	6.371	0	0	70.57	0	116.7	0	0.7219	4.322	2.457	6.287	175.1	25.06	1.392	0	6	18	0	10	10	0	8	2	0	8	0	0	23.77	2	0.2	6	18	0	10	2	0.2	12	0	2.214	9.586	7.397	5.397	6.991	4.724	4.864	3.449	4.132	2.528	2.887	1.816	0.4082	0.4082	0.2357	0.2357	3.121	1.966	1.949	1.023	0	0	2.048	1.231	1.074	0.5393	0	0	0.9856	0.5774	0.5394	0.2722	0	0	0.835	7	7.963	0	0	2.27	0	0	0	0	0	0	0	11.18	0	0	0	1.144	0	0	0	0	0	0	0	0	0	0	0	3.358	-2.863	4.624	6	1	1	2	0	0.4286	0.75	4	1	1	168.7	209.6	0	0	163.1	0	0	125	11	44	6.65
5.448	1.272	0.03	0.07	1.001	-2.124	-0.6574	0.6767	2.092	-1.912	-0.3535	0.9433	2.336	-1.783	-0.3047	0.9984	2.461	-0.7295	-0.3937	0.04798	1.814	-0.5339	-0.154	0.4662	2.074	-0.3956	-0.112	0.5326	2.188	6.125	2.52	1.8	8.3	3.575	2.656	3.709	0.2874	-0.2874	0.2188	0.175	4.504	17.06	0	0	0	0	0	49.02	87.25	0	0	0	0	0	1	0.8634	0	0	0.1366	0	157.8	136.3	0	0	21.57	0	0.822	-0.822	0.1825	0.1825	1	0.8634	0	0	0.1366	0	157.8	136.3	0	0	21.57	0	4.184	0	0	6.11	0	0	70.57	0	91.91	3.212	0	0	0	0	0	6.11	0	70.57	0	91.91	0	0.8113	4	1.991	5.649	235.9	17.51	1.459	0	6	12	0	8	8	2	6	0	0	4	0	0	19.33	0	0	6	12	0	8	0	0	6	0	2.265	6.953	5.983	3.983	7.237	3.309	3.788	2.633	3.785	1.821	1.732	1	0.5774	0	0.6547	0	2.305	1.15	1.861	0.5516	0	0	1.427	0.7601	0.9582	0.3036	0	0	0.8165	0	0.7559	0	0	0	1.263	5	7.961	0	2.224	0	0	0	0	0	0	6.649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.502	-3.566	4.165	6	1	1	0	0	0.4	0.6667	3	0	1	157.8	186.8	0	0	155	0	0	62	7	36	5.28
3.464	0.294	0.03	0.071	0.441	-2.542	-0.069	0.04294	2.523	-2.472	0.123	0.479	2.615	-2.298	0.1057	0.4202	2.774	-0.7693	-0.2272	-0.1171	1.948	-0.7591	-0.037	0.2351	2.074	-0.5192	-0.0543	0.2284	2.189	6	5	5.333	9.662	8.914	10.49	14.36	0.3278	-0.3278	0.131	0.3826	56.15	0	0	0	0	0	0	17.4	0	59.16	0	0	0	0	1	0.5769	0	0	0.4231	0	132.7	76.57	0	0	56.15	0	0.58	-0.58	0.5	0.5	0.3882	0.4458	0.4458	0.6118	0.5542	0.166	51.53	59.16	59.16	81.19	73.55	22.03	3.067	0	0	0	0	0	37.74	38.37	78.3	2.244	0	0	0	38.37	0	0	0	0	37.74	78.3	0	0.8524	3.322	2.149	4.704	127	19.3	1.379	0	0	14	0	6	6	0	4	2	0	8	0	0	16.73	3	0.6	0	13	0	5	3	0.6	13	0	2.339	9.586	4.828	2.828	5.096	2.828	2.914	1.5	3.104	1.5	0.7071	0.7071	0	0	0	0	0.9571	0.25	1.052	0.25	0	0	0.5	0	0.5669	0	0	0	0	0	0	0	0	0	0.885	5	0	0	0	0	0	0	0	0	0	0	0	10.64	0	0	0	3.579	0	0	0	0	0	0	0	0	0	0	0	2.282	-1.525	3.061	0	1	0	3	0	0.4	0.6667	3	1	0	132.7	143.5	0	0	127	0	0	35	3	18	3.39
3.896	0.672	0.03	0.106	0.529	-2.28	-0.5865	0.4789	2.22	-2.262	-0.5051	0.6207	2.395	-1.993	-0.3586	0.7135	2.514	-0.7918	-0.4012	-0.05739	2.044	-0.887	-0.2953	0.1224	2.223	-0.4842	-0.203	0.1239	2.327	8.1	4	2.286	6.23	2.976	1.654	1.854	0.8128	-0.8128	0.09346	0.428	50	59.57	0	0	0	0	0	49.02	0	0	0	0	0	5.008	0.9694	0.3303	0.03061	0.03061	0.6697	0	158.6	54.03	5.008	5.008	109.6	0	1.325	-1.325	0.2113	0.2736	0.6638	0.3303	0.03061	0.3362	0.6697	0.3056	108.6	54.03	5.008	55	109.6	50	3.955	0	22	0	10.49	0	70.57	0	70.77	1.704	22	0	0	0	0	70.77	0	70.57	0	10.49	18.46	0.7219	4.322	2.457	6.287	138.2	27.22	1.361	2	6	20	0	10	8	0	8	0	0	10	0	2	22.35	2	0.2	6	20	0	10	2	0.2	14	0	2.214	14.76	7.397	5.983	6.126	5.309	4.864	2.633	3.046	1.821	1.732	1	0.4082	0	0.1361	0	3.121	1.15	1.295	0.5516	0	0	2.048	0.7601	0.7118	0.3036	0	0	0.9856	0	0.2932	0	0	0	0.6941	7	7.44	0	0	1.696	0	0	0	0	0	0	3.281	0	0	0	0	0	0	9.916	0	0	0	0	0	0	2	0	0	1.818	-1.486	4.04	6	1	1	2	0	0.4286	0.75	4	0	1	163.6	199.1	5.008	0	151.5	0	5.008	125	11	44	3.07
