moei3D_AM1_E	moei3D_AM1_Eele	moei3D_AM1_HF	moei3D_AM1_HOMO	moei3D_AM1_IP	moei3D_AM1_LUMO	moei3D_AM1_dipole	moei3D_ASA	moei3D_ASA.	moei3D_ASA..1	moei3D_ASA_H	moei3D_ASA_P	moei3D_CASA.	moei3D_CASA..1	moei3D_DASA	moei3D_DCASA	moei3D_E	moei3D_E_ang	moei3D_E_ele	moei3D_E_nb	moei3D_E_oop	moex3D_E_rnb	moex3D_E_rsol	moei3D_E_sol	moei3D_E_stb	moei3D_E_str	moei3D_E_strain	moei3D_E_tor	moei3D_E_vdw	moei3D_FASA.	moei3D_FASA..1	moei3D_FASA_H	moei3D_FASA_P	moei3D_FCASA.	moei3D_FCASA..1	moei3D_MNDO_E	moei3D_MNDO_Eele	moei3D_MNDO_HF	moei3D_MNDO_HOMO	moei3D_MNDO_IP	moei3D_MNDO_LUMO	moei3D_MNDO_dipole	moei3D_PM3_E	moei3D_PM3_Eele	moei3D_PM3_HF	moei3D_PM3_HOMO	moei3D_PM3_IP	moei3D_PM3_LUMO	moei3D_PM3_dipole	moei3D_VSA	moei3D_dens	moei3D_dipole	moex3D_dipoleX	moex3D_dipoleY	moex3D_dipoleZ	moei3D_glob	moei3D_pmi	moex3D_pmiX	moex3D_pmiY	moex3D_pmiZ	moei3D_rgyr	moei3D_std_dim1	moei3D_std_dim2	moei3D_std_dim3	moei3D_vol	Activity
-39280	-183700	-33.49	-9.72	9.72	0.09215	2.753	340.7	169.2	75.13	262	78.73	295	131	94.06	164	22.26	2.693	0.6091	19.73	0.0002066	0	0	-11.14	0.1036	0.879	3.36	-1.144	19.12	0.4965	0.2205	0.7689	0.2311	0.8657	0.3844	-39400	-182600	-31.71	-9.606	9.606	-0.09988	2.572	-36280	-179300	-27.64	-9.903	9.903	-0.03972	2.717	175	0.9238	0.8394	-0.7346	-0.1347	-0.383	0.08002	987.3	597.2	248.4	141.6	2.683	2.584	1.051	0.7309	148.5	2.96
-63220	-252900	-101.4	-10.57	10.57	-0.9766	3.165	324.2	108.1	216.1	143.7	180.4	250.8	501.5	108	250.6	36.43	1.886	12.76	30.04	0.0001463	0	0	-8.216	0.7467	3.151	6.312	0.6056	17.28	0.3334	0.6666	0.4434	0.5566	0.7738	1.547	-62820	-251900	-95.14	-10.44	10.44	-1.212	3.477	-57470	-241000	-98.29	-10.63	10.63	-1.151	3.215	162.8	1.239	0.781	-0.008604	0.0364	-0.7801	0.04086	1098	49.77	716.2	332	2.533	1.998	1.486	0.4038	138.1	3.56
-35040	-149200	-3.852	-10.19	10.19	-0.6614	2.267	291.6	162.3	75.3	235.7	55.86	241.9	112.2	87.04	129.7	24.15	4.693	-1.733	17.77	0.0001511	0	0	-11.87	0.7903	1.096	3.236	-0.1963	19.5	0.5568	0.2583	0.8084	0.1916	0.8297	0.3848	-35120	-148400	-8.487	-9.931	9.931	-0.3265	2.229	-32120	-144800	-9.937	-10.34	10.34	-0.7902	2.171	143.4	0.9779	0.6775	0.3786	0.5619	0.002216	0.02394	538.3	325.8	210.8	1.629	2.108	2.033	1.334	0.3145	123.9	2.86
-42230	-207400	-23.52	-8.77	8.77	-0.1626	4.079	351.8	139.2	101.4	257.8	93.94	288.1	209.9	37.76	78.17	34.2	6.353	-2.633	22.27	0.0001898	0	0	-11.36	0.314	1.285	2.998	3.974	24.91	0.3956	0.2883	0.733	0.267	0.8189	0.5967	-42340	-205800	-21.58	-9.008	9.008	-0.06781	1.96	-39020	-202300	-25.45	-8.849	8.849	-0.2683	3.04	181.8	0.9533	0.9734	0.9407	0.2499	-0.003444	0.01747	1030	642.8	384.1	3.22	2.628	2.85	1.245	0.3766	156.5	3.01
-50420	-269000	31.43	-10.06	10.06	-0.7096	2.904	377.7	230.4	147.3	326.4	51.23	516.1	329.9	83.1	186.1	62.85	5.23	2.695	52.27	0.0002832	0	0	-12.08	1.068	1.569	14.59	2.715	49.58	0.61	0.39	0.8643	0.1357	1.366	0.8736	-50490	-267100	24.7	-9.784	9.784	-0.4044	2.719	-46470	-261900	25.22	-10.13	10.13	-0.7286	2.777	204.5	1.005	0.854	-0.3823	0.7582	0.09165	0.03673	1434	479.8	926.1	28.09	2.798	2.746	1.422	0.5264	182.4	3.25
-32540	-126200	24.64	-8.632	8.632	0.2175	2.844	306.4	133.2	173.2	243.5	62.89	214.6	279.1	40.04	64.5	21.29	4.165	-6.271	9.268	0.0002708	0	0	-6.505	-0.004716	0.3227	0.7061	7.541	15.54	0.4347	0.5653	0.7948	0.2052	0.7003	0.9107	-32440	-126200	24.07	-8.941	8.941	-0.09787	2.273	-30410	-123200	28.7	-8.78	8.78	0.06095	2.154	151.6	1.33	0.4786	-0.4174	0.2342	0.00412	1.416e-06	879.6	622.5	257.1	0.08539	2.261	1.877	1.354	0.002233	129.4	3.56
-39080	-209300	-6.565	-8.381	8.381	0.6142	1.392	386.2	132.6	77.92	323.1	63.1	218	128.1	54.7	89.9	23.73	4.368	-5.261	16.45	0.0002878	0	0	-6.597	-0.1108	0.9182	1.526	2.097	21.72	0.3434	0.2018	0.8366	0.1634	0.5644	0.3316	-39180	-207600	1.078	-8.693	8.693	0.215	1.439	-36410	-205000	-3.567	-8.506	8.506	0.38	1.175	204.4	0.8546	0.05209	0.04545	-0.02542	-0.000915	0.07853	1270	805.1	315.4	149.6	2.917	3.034	1.107	0.8501	174.6	4.17
-38250	-147200	-15.71	-9.906	9.906	-0.737	2.086	301.3	129.7	171.6	240.2	61.06	174.7	231.1	41.84	56.36	24.17	1.537	4.16	21.27	0.0001497	0	0	-7.694	0.475	0.8853	1.106	0.0008373	17.11	0.4306	0.5694	0.7973	0.2027	0.58	0.767	-37860	-145900	-16.67	-9.98	9.98	-0.8997	1.676	-34970	-142900	-17.17	-9.662	9.662	-0.7309	2.094	147	1.091	0.6689	-0.2038	-0.6371	-0.000859	1.485e-06	824.8	523	301.7	0.07474	2.422	1.894	1.368	0.002307	128.9	4.81
-60640	-394200	-47.63	-8.377	8.377	0.6113	1.538	576.1	136.5	75.23	511.1	64.99	224.3	123.6	61.24	100.6	23.32	4.88	-5.264	24.78	0.0003233	-8.882e-16	-8.882e-16	-5.068	-0.2437	1.804	2.25	-7.902	30.05	0.2369	0.1306	0.8872	0.1128	0.3893	0.2146	-60830	-389300	-28.44	-8.694	8.694	0.2071	1.499	-57100	-388200	-36.01	-8.51	8.51	0.3706	1.332	321.1	0.8347	0.05216	0.0005365	-0.05215	-0.001258	0.03502	6275	105.3	4714	1455	5.185	5.162	1.026	0.966	279.6	6.57
-42210	-208500	-1.316	-8.542	8.542	-0.1784	4.752	348.9	159.6	98.21	239.8	109.2	320.6	197.2	61.42	123.3	63.23	7.83	-1.719	49.85	0.0002683	0	0	-10.49	0.3581	1.444	25	3.747	51.57	0.4575	0.2814	0.6872	0.3128	0.9187	0.5652	-42320	-207200	-2.355	-9.617	9.617	-0.2792	2.56	-39010	-203100	-14.87	-8.7	8.7	-0.365	3.771	178.9	0.942	1.068	-1.055	-0.1619	0.0157	0.02392	1006	732.2	270.4	3.711	2.597	2.494	1.435	0.3857	158.4	3.51
-44510	-207900	-53.28	-9.316	9.316	-0.3442	3.065	357.7	133	105.5	283.2	74.5	203.8	161.6	27.55	42.22	35.3	6.433	1.831	30.16	0.0002661	0	0	-6.958	0.02116	1.359	5.46	-2.675	28.33	0.3718	0.2948	0.7917	0.2083	0.5698	0.4518	-44650	-206600	-54.58	-9.18	9.18	-0.4489	3.033	-41680	-203600	-53.88	-9.375	9.375	-0.3886	2.796	177.3	0.976	0.5919	-0.5917	-0.01214	0.006287	0.01857	1128	733.7	391.3	3.238	2.741	2.829	1.218	0.3855	153.9	3.74
-31890	-153200	7.172	-8.383	8.383	0.6218	1.407	323.2	134.9	77.92	260.1	63.1	221.7	128.1	56.96	93.61	24.03	4.205	-5.261	13.81	0.0002878	0	0	-7.092	-0.06659	0.6155	1.334	5.47	19.07	0.4173	0.2411	0.8048	0.1952	0.6858	0.3962	-31970	-152500	9.024	-8.692	8.692	0.22	1.443	-29520	-149500	7.347	-8.502	8.502	0.3916	1.19	164.3	0.8845	0.05209	0.04545	-0.02542	-0.000915	0.07324	610.5	392.3	185.5	32.72	2.245	2.385	1.199	0.6454	137	3.22
-53650	-305100	-49.42	-8.172	8.172	0.5393	1.824	468	139.3	86.83	394.1	73.88	259.4	161.7	52.45	97.69	31.94	9.4	-8.216	23.54	0.0002733	0	0	-5.841	-0.3795	1.277	5.307	-1.902	31.76	0.2976	0.1855	0.8421	0.1579	0.5543	0.3456	-53820	-302200	-40.89	-8.372	8.372	0.2652	1.688	-50070	-299300	-42.14	-8.294	8.294	0.3713	1.564	251.3	0.8954	0.4085	0.3479	0.214	-0.001583	0.01579	3081	1378	1694	9.545	3.993	4.216	1.136	0.5299	215.9	4.78
-40720	-205800	-26.46	-9.746	9.746	-0.4106	3.231	354.2	113.3	90.45	292.3	61.89	148.8	118.8	22.8	29.95	33.12	1.654	4.31	31.45	0.0002288	0	0	-6.896	0.298	1.249	3.645	-1.533	27.14	0.3198	0.2554	0.8253	0.1747	0.42	0.3354	-40830	-204100	-22.77	-9.663	9.663	-0.55	2.919	-38360	-201900	-29.5	-9.84	9.84	-0.4697	2.926	186.7	0.9078	0.9289	-0.8938	-0.2527	0.006594	0.1336	999.1	654.7	291.3	53.08	2.596	2.455	1.186	0.8974	163.2	4.35
-37980	-160800	-59.35	-8.636	8.636	0.3037	0.551	300.6	145.2	104.2	211.6	89.01	217	155.8	40.98	61.26	46.95	5.778	-5.465	40.79	0.0002554	0	0	-7.314	-0.5458	0.61	25.16	0.3189	46.26	0.4829	0.3466	0.7039	0.2961	0.722	0.5182	-38110	-160300	-65.03	-8.494	8.494	0.1382	0.4194	-35500	-157400	-58.99	-8.75	8.75	0.2083	0.4522	144.7	1.001	0.05699	-0.04882	-0.02937	0.001255	0.01811	599.2	341.7	255.9	1.646	2.197	2.269	1.224	0.3053	124	3.27
-28940	-126000	-66.44	-10.5	10.5	0.8938	2.713	298.6	38.41	21.72	268	30.59	21.89	12.38	16.69	9.512	11.87	1.414	7.105e-15	13.89	5.883e-05	0	0	-4.498	0.1981	0.8014	6.963	-4.44	13.89	0.1287	0.07276	0.8975	0.1025	0.07334	0.04148	-29070	-124800	-59.64	-10.66	10.66	0.6863	2.39	-27460	-123600	-67.85	-10.65	10.65	0.8265	2.617	146	0.8373	0.7803	-0.2489	-0.5072	-0.5381	0.1296	394.5	57.78	207.7	129	1.985	2.008	1.108	0.7228	119.6	2.27
-28300	-125900	12.95	-8.355	8.355	0.6149	1.445	297.4	153	87.07	234.3	63.1	251.4	143.1	65.91	108.3	24.22	4.051	-5.261	12.3	0.0002878	0	0	-7.472	-0.06153	0.4717	1.173	7.457	17.56	0.5143	0.2927	0.7879	0.2121	0.8453	0.4811	-28360	-125600	13.85	-8.689	8.689	0.2095	1.473	-26070	-122400	12.03	-8.465	8.465	0.3947	1.227	144.6	0.8902	0.05209	0.04545	-0.02542	-0.000915	0.01961	430	279	149.4	1.629	2.003	2.179	1.266	0.3051	120.4	2.83
-24700	-100600	24.16	-9.888	9.888	0.2066	2.324	266.7	155.9	53.47	251.7	14.98	165.8	56.86	102.4	108.9	19.59	2.263	0.934	16.85	0.0001998	0	0	-6.844	0.04387	0.511	2.69	-0.08287	15.92	0.5843	0.2005	0.9438	0.05616	0.6214	0.2132	-24750	-100400	20.86	-9.68	9.68	-0.00756	2.033	-22620	-97390	20.78	-10.06	10.06	0.00087	2.275	125.7	0.8976	0.6025	-0.5216	0.3014	0.005475	0.03888	278.8	165.1	112.1	1.615	1.73	1.706	1.334	0.3364	103.8	2.36
-53460	-329700	-33.93	-8.38	8.38	0.6108	1.407	511.1	136.2	75.5	446.1	64.99	223.8	124.1	60.69	99.74	23.44	4.71	-5.266	21.99	0.0002252	0	0	-5.58	-0.1979	1.507	1.994	-4.569	27.25	0.2665	0.1477	0.8729	0.1271	0.4379	0.2428	-53610	-325900	-19.26	-8.694	8.694	0.2121	1.443	-50210	-324300	-25.22	-8.508	8.508	0.3728	1.197	283.5	0.8386	0.05271	-0.00098	0.0527	0.000652	0.05073	4005	102.7	3111	791.3	4.417	4.438	1.001	0.9997	244.9	6.24
-53350	-280700	-20.22	-8.919	8.919	0.1048	1.855	393.3	219.4	173.8	345.1	48.21	449.3	355.9	45.61	93.38	48.17	4.51	-4.083	38.03	0.0004346	0	0	-6.813	-0.8747	0.9776	6.813	5.521	42.11	0.558	0.442	0.8774	0.1226	1.142	0.905	-53480	-278900	-32.77	-8.791	8.791	-0.00305	1.876	-49860	-275100	-24.49	-9.016	9.016	0.04713	1.721	209.6	1	0.5471	-0.3563	0.01046	0.4151	0.09065	1604	347.4	1174	83.38	2.935	2.898	1.23	0.8727	186.1	4.58
-40080	-206900	57.62	-9.421	9.421	-0.3297	2.335	349.3	203.5	134.8	333.5	15.78	339.8	225	68.73	114.8	47.31	2.584	0.04209	43.23	0.0002814	0	0	-8.678	-0.3174	1.803	11.23	0.003749	43.19	0.5825	0.3858	0.9548	0.04517	0.9728	0.6442	-40110	-205700	59.63	-9.158	9.158	-0.6185	2.449	-36970	-201800	54.47	-9.343	9.343	-0.6627	2.317	177.4	0.9349	0.547	-0.00752	0.5469	-0.00073	3.035e-06	1060	172.7	887.2	0.04513	2.613	2.539	1.505	0.004424	166	3.98
-44790	-245400	-60.62	-9.1	9.1	0.8713	3.126	409.5	53.73	28	358.1	51.35	74.15	38.64	25.73	35.51	14.41	2.856	-0.6563	26.15	5.058e-07	0	0	-6.466	0.6053	1.297	8.65	-16.5	26.81	0.1312	0.06837	0.8746	0.1254	0.1811	0.09436	-44980	-244200	-50.77	-9.583	9.583	0.7093	3.134	-41890	-240900	-71.13	-9.083	9.083	0.8106	3.315	222.3	0.8472	1.054	0.5824	-0.8043	-0.3525	0.07767	1403	692.9	593.5	116.8	2.987	2.863	1.443	0.7978	185.6	2.67
-31890	-153400	11.96	-9.394	9.394	0.1426	1.867	324.9	111	45.34	313.1	11.87	118.1	48.22	65.71	69.88	21.32	2.229	1.089	20.34	0.0002081	0	0	-6.07	0.05438	0.7992	2.912	-2.101	19.25	0.3418	0.1395	0.9635	0.03654	0.3635	0.1484	-31970	-152800	6.525	-9.468	9.468	-0.1499	1.822	-29520	-149700	6.974	-9.594	9.594	-0.00604	1.835	165.3	0.8734	0.5467	-0.4662	-0.2855	0.002226	0.08013	601.2	389.7	177.1	34.31	2.227	2.49	1.089	0.7049	138.8	3.17
-32530	-151400	-73.19	-10.5	10.5	0.8875	2.744	330.3	39.24	28.13	290.9	39.35	22.37	16.03	11.11	6.335	10.56	1.488	-8.882e-15	13.44	2.184e-07	0	0	-4.706	0.1783	0.9568	5.068	-5.498	13.44	0.1188	0.08517	0.8808	0.1192	0.06773	0.04855	-32670	-149700	-63.47	-10.67	10.67	0.6852	2.405	-30910	-149200	-73.88	-10.66	10.66	0.8303	2.697	166.8	0.8237	0.7803	-0.6778	0.3806	0.06721	0.09459	643.8	169.9	440.5	33.36	2.374	2.377	1.079	0.7311	138.6	2.86
-39720	-204400	-88.59	-10.39	10.39	0.909	2.609	399.3	15.94	19.34	372.3	27.05	9.085	11.03	3.406	1.941	2.424	1.884	-5.329e-15	12.97	0.0005035	0	0	-3.822	0.1975	1.245	3.962	-13.87	12.97	0.03991	0.04844	0.9323	0.06773	0.02275	0.02761	-39890	-201700	-77.13	-10.6	10.6	0.7157	2.312	-37800	-201100	-83.25	-10.58	10.58	0.8415	2.54	208.7	0.8117	0.7801	0.6809	-0.3806	-0.005536	0.03547	1465	383.8	1069	12.49	3.209	3.531	0.9454	0.6651	175.2	3.66
-14560	-35200	-41.56	-10.72	10.72	0.8351	2.689	182.6	81.88	37.38	112.6	69.99	46.67	21.31	44.5	25.37	1.188	0.7811	8.882e-16	0.4632	1.577e-05	0	0	-7.067	0.2496	0.3719	1.322	-0.6781	0.4632	0.4484	0.2047	0.6167	0.3833	0.2556	0.1167	-14640	-35300	-42.28	-10.88	10.88	0.7543	2.382	-13660	-34270	-44.2	-10.71	10.71	0.8227	2.538	70.53	0.8492	0.767	-0.6467	-0.4124	0.003652	0.1898	55.75	13.93	40.22	1.598	1.125	1.092	0.7119	0.4758	51.88	3.11
-21970	-58290	-103	-11.62	11.62	0.9697	1.891	196.4	74.24	58.79	89.51	106.9	90.58	71.72	15.46	18.86	-7.566	3.447	-12.74	-12.18	0.000465	0	0	-7.462	0.1968	0.5019	2.979	0.4705	0.5564	0.3781	0.2994	0.4558	0.5442	0.4613	0.3652	-22090	-58340	-101.1	-11.57	11.57	0.8473	1.681	-20450	-56750	-102	-11.44	11.44	0.9266	1.835	78.53	1.068	0.3295	0.3236	-0.06178	-0.002498	0.1092	96.64	41.44	53.6	1.598	1.269	1.346	0.7312	0.4448	56.25	2.85
-18160	-54110	-49.19	-10.67	10.67	0.8443	2.921	214.7	61.72	34.49	168.3	46.35	35.18	19.66	27.23	15.52	2.822	1.062	0	1.456	0.0005035	0	0	-6.096	0.3072	0.3495	1.15	-0.3536	1.456	0.2875	0.1607	0.7841	0.2159	0.1639	0.09159	-18250	-54070	-49.4	-10.76	10.76	0.657	2.515	-17110	-52890	-53.32	-10.77	10.77	0.793	2.781	90.68	0.8557	0.7801	0.6809	-0.3806	-0.005536	0.1587	105.1	47.46	54.42	3.195	1.345	1.412	0.8199	0.5627	67.88	0.85
-23220	-77700	-13.12	-10	10	0.8695	3.184	231.2	71.33	53.99	152.5	78.7	60.63	45.89	17.34	14.74	34.41	9.655	6.08	20.9	6.802e-06	0	0	-9.838	0.3577	0.4507	20.91	3.042	14.82	0.3085	0.2335	0.6596	0.3404	0.2622	0.1985	-23330	-77640	-18.9	-10.27	10.27	0.5641	2.892	-21170	-74870	-7.484	-10.17	10.17	0.5924	3.242	103.2	0.9166	0.9298	0.9249	0.09493	-0.008455	0.1145	181.7	64.31	114.2	3.201	1.577	1.518	1.036	0.5139	79.75	2.12
-11620	-27780	19.28	-12.46	12.46	1.664	2.894	184.5	69.47	49.73	65.32	119.2	38.7	27.7	19.75	11	0.9065	0.1642	-1.776e-15	0.01745	0	0	0	-8.537	-0.05598	0.7808	0.8819	0	0.01745	0.3765	0.2695	0.354	0.646	0.2098	0.1501	-11640	-27870	19.23	-12.79	12.79	1.588	2.63	-10260	-26140	23.29	-12.33	12.33	1.402	3.206	70.18	0.8357	0.9274	-0.01291	0.9273	0.004943	0.2009	56.19	1.605	52.99	1.598	1.17	1.146	0.5138	0.5136	49.12	1.49
-33540	-147100	-15.01	-9.935	9.935	-0.3618	2.968	301.7	128.6	119.7	260.8	40.88	169.8	158.1	8.901	11.75	28.17	2.135	4.643	24.97	0.000146	0	0	-7.235	0.4855	0.7818	1.226	-0.1966	20.33	0.4263	0.3968	0.8645	0.1355	0.5628	0.5238	-33610	-146300	-13.43	-9.682	9.682	-0.4538	2.771	-31470	-143700	-17.67	-10	10	-0.4372	2.794	147.2	0.9341	0.9003	0.8486	0.3007	-0.002594	0.02014	541.6	329.9	210	1.629	2.123	2.15	1.326	0.3051	128.6	2.87
-45980	-256800	77.17	-8.574	8.574	-1.043	1.841	380.6	193.9	175.6	355.1	25.43	382	345.9	18.32	36.1	53.43	3.018	2.847	39.47	0.0001256	0	0	-4.232	2.069	8.86	6.352	0.01077	36.62	0.5095	0.4614	0.9332	0.06682	1.004	0.9089	-46010	-256100	64.37	-8.51	8.51	-1.03	1.779	-42430	-250500	69.39	-8.606	8.606	-1.205	1.78	193.7	0.9655	0.552	0.00661	0.5519	0.00398	3.217e-06	1300	1065	234.8	0.1219	2.693	2.839	1.522	0.005091	185.6	4.89
-50500	-208100	-214.1	-11.6	11.6	0.8914	0.04985	333.6	103.8	102.6	138.4	195.1	253.4	250.4	1.227	2.993	-10.23	7.428	-24.77	-15.23	0.0004666	0	0	-20.39	0.4113	1.424	8.535	-4.265	9.541	0.3113	0.3076	0.415	0.585	0.7595	0.7506	-50720	-206200	-200	-11.57	11.57	0.7893	0.2551	-47080	-203700	-205.1	-11.45	11.45	0.8488	0.005	166.9	1.088	0.00085	2.22e-16	4.441e-16	0.00085	0.04141	1392	337.4	1048	6.202	3.086	2.724	0.895	0.5543	134.4	3.18
-24710	-100500	20.49	-8.522	8.522	0.6392	1.542	267	160.3	106.7	204.1	62.89	264.6	176	53.68	88.57	21.45	4.041	-5.034	9.606	0.0002628	0	0	-7.692	-0.04446	0.3079	0.6614	7.541	14.64	0.6005	0.3995	0.7645	0.2355	0.9909	0.6591	-24750	-100400	21.72	-8.751	8.751	0.3244	1.464	-22620	-97280	21.3	-8.61	8.61	0.4179	1.296	124.4	0.9064	0.1053	-0.09165	0.05185	0.00025	1.333e-06	280.8	167	113.8	0.01791	1.736	1.772	1.354	0.002045	102.8	3.03
-29950	-118800	-8.923	-10	10	-0.4349	2.931	277.6	152.2	125.5	215.5	62.18	200.9	165.6	26.73	35.28	23.71	1.48	4.608	21.04	0.0001378	0	0	-7.894	0.3981	0.7908	1.025	0.0008884	16.43	0.5481	0.4519	0.776	0.224	0.7235	0.5965	-30010	-118400	-9.929	-9.707	9.707	-0.1827	2.662	-28020	-115800	-10.65	-10.05	10.05	-0.4842	2.69	129.3	0.9582	0.892	0.8489	0.2739	-0.002722	1.541e-06	410.5	292.9	117.5	0.02487	1.967	1.812	1.368	0.002249	110.8	3.93
-19610	-75020	22.02	-9.653	9.653	0.5547	0	247.5	130.2	117.4	247.5	0	117.1	105.6	12.77	11.49	15.66	0.04871	2.057	15.48	4.164e-06	0	0	-2.749	-0.04364	0.1742	0.4046	6.892e-05	13.42	0.5258	0.4742	1	0	0.4732	0.4268	-19640	-74990	21.32	-9.391	9.391	0.3681	0	-18510	-73140	23.45	-9.751	9.751	0.3961	0	109.5	0.8502	0.0002121	0.00015	5.551e-17	-0.00015	5.472e-08	174.6	87.26	87.29	0.01079	1.495	1.414	1.414	0.0003308	91.88	3.5
-27000	-107500	53.37	-10.02	10.02	-0.3952	3.336	280.5	137.4	143.2	201.8	78.69	179.6	187.1	5.793	7.572	21.22	0.06187	5.597	19.98	0.0002012	0	0	-6.939	-0.008791	1.184	1.108	0.0008988	14.39	0.4897	0.5103	0.7195	0.2805	0.6401	0.667	-27010	-107300	51.98	-9.811	9.811	-0.5169	3.342	-24610	-103800	58.48	-10.1	10.1	-0.5756	3.608	129.2	0.9086	0.9029	0.7866	-0.4431	-0.006764	1.345e-06	411.1	266.5	144.6	0.02626	1.997	1.756	1.363	0.002037	113.5	2.98
-48920	-266800	20.39	-9.874	9.874	-0.472	2.98	385.8	200.6	185.3	351.1	34.71	415.2	383.5	15.33	31.73	70.49	2.657	8.942	62.61	0.0002254	0	0	-6.462	0.811	1.309	16.42	3.104	53.67	0.5199	0.4801	0.91	0.08997	1.076	0.9939	-48990	-264400	16.7	-9.606	9.606	-0.2382	2.838	-45820	-261100	17.55	-9.936	9.936	-0.422	2.798	207.6	0.9578	0.9848	-0.8108	0.4456	0.3372	0.03316	1430	488.7	882.4	58.76	2.801	2.845	1.435	0.5181	190.2	4.11
-28300	-126000	17.23	-9.569	9.569	0.3309	1.509	294.3	150.5	107.8	223.2	71.17	283.6	203.1	42.73	80.48	16.2	0.3499	-0.866	16.22	0.0002138	0	0	-6.524	-0.07174	0.5169	1.181	-0.8185	17.09	0.5115	0.3663	0.7582	0.2418	0.9634	0.6899	-28350	-125600	19.54	-9.499	9.499	0.05378	1.748	-26060	-122600	19.95	-9.455	9.455	0.1423	1.433	144	0.893	0.3146	0.2742	-0.1529	-0.02103	0.1136	422.6	251.2	140.4	30.96	1.986	1.928	1.257	0.6499	120	3.02
-38580	-204700	48.02	-8.875	8.875	-0.1421	0.06285	359.9	171.7	177.1	359.9	0	257.6	265.7	5.398	8.097	50.56	0.4408	3.672	49.04	0.0002233	0	0	-3.815	-0.5052	1.583	11.18	0.00512	45.37	0.4771	0.4921	1	0	0.7157	0.7382	-38610	-203700	48.95	-8.791	8.791	-0.226	0.03348	-36320	-200600	47.58	-8.918	8.918	-0.3607	0	181.7	0.8895	0.0012	5.725e-17	-1.11e-16	-0.0012	3.261e-06	1059	176.1	882.9	0.0437	2.621	2.669	1.481	0.00482	173.4	4.8
-27440	-98910	26.75	-9.601	9.601	0.05923	1.449	287.1	103.2	184	287.1	0	88.84	158.4	80.77	69.54	15.81	0.186	1.12	15.45	0.0002084	0	0	-1.73	-0.0124	0.1795	0.4504	0.0009305	14.33	0.3594	0.6406	1	0	0.3094	0.5516	-27330	-98920	23.9	-9.552	9.552	-0.08968	1.42	-26310	-97180	31.04	-9.806	9.806	-0.05093	1.183	136.7	1.318	0.3728	0.3253	-0.182	-0.003132	1.33e-06	597.2	409.2	188	0.03962	1.95	1.543	1.414	0.001779	119.1	4.45
-21750	-73690	-55.14	-10.59	10.59	0.8685	2.722	248.3	52.03	37.78	185.2	63.08	29.65	21.54	14.24	8.119	0.5722	1.12	1.776e-15	3.012	5.94e-07	0	0	-6.42	0.2021	0.6422	1.723	-4.404	3.012	0.2096	0.1522	0.7459	0.2541	0.1194	0.08674	-21850	-73650	-52.79	-10.8	10.8	0.7864	2.386	-20560	-72300	-54.7	-10.63	10.63	0.8318	2.549	110.4	0.8324	0.7675	-0.2441	-0.494	0.5342	0.1603	242.7	104.2	123.7	14.82	1.835	1.66	0.8194	0.6646	86.62	3.65
-42010	-249400	-47.75	-10.05	10.05	1.038	2.837	331.8	11.4	33.91	295	36.81	6.498	19.33	22.51	12.83	55.97	21.67	3.553e-15	25.9	3.072e-06	0	0	-4.497	-2.684	6.132	10.23	4.955	25.9	0.03435	0.1022	0.8891	0.1109	0.01958	0.05824	-42150	-246900	-33.72	-10.36	10.36	0.7946	2.523	-39810	-245300	-57.09	-10.26	10.26	0.9413	2.705	185	0.9055	0.8015	-0.374	-0.6129	-0.3562	0.8345	616.9	208.1	219.2	189.6	2.013	1.463	1.361	1.336	168.1	3.14
-37430	-88160	-28.12	-12.38	12.38	-1.117	0.001	255.7	0	255.7	0	255.7	0	296.6	255.7	296.6	0.4154	0.1312	0	0	0	0	0	-3.408	-0.4346	0.7187	0.3472	0	0	0	1	0	1	0	1.16	-35660	-85850	-25.49	-13.24	13.24	-1.306	0.001	-31950	-83090	-25.96	-10.99	10.99	-0.6287	0.001	121.4	1.674	0.0005023	0.00029	0.00029	0.00029	0.9994	460.9	153.6	153.7	153.7	1.731	0.9311	0.931	0.9308	91.88	3.56
-27910	-100400	14.79	-9.561	9.561	0.1545	1.306	272.1	108.7	163.4	272.1	0	100.8	151.5	54.7	50.71	15.41	0.1353	0.8944	15	0.0002101	0	0	-1.706	0.04233	0.2351	0.4906	0.0008806	14.1	0.3995	0.6005	1	0	0.3703	0.5567	-27490	-99550	13.48	-9.622	9.622	-0.1323	1.858	-25460	-97210	16.67	-9.388	9.388	0.06278	0.9533	127.1	1.046	0.4703	0.4104	-0.2297	-0.003747	1.338e-06	409.6	266.2	143.3	0.02748	1.908	1.517	1.415	0.001754	107.6	3.7
-29140	-62800	-29	-11.77	11.77	-0.3035	1.155	232.1	2.957	207.3	21.86	210.2	2.573	180.3	204.3	177.7	0.5834	0.1444	0	0	0	0	0	-5.99	-0.1067	0.5457	0.5813	0	0	0.01274	0.8931	0.09419	0.9058	0.01109	0.777	-27820	-61050	-28.94	-12.91	12.91	-0.6786	1.39	-25000	-58830	-20.87	-10.84	10.84	-0.1174	1.016	103.6	1.528	0.5229	-0.2445	0.1688	0.4304	0.5041	313.9	121.4	138.4	54.11	1.622	0.9311	0.9309	0.6611	78.12	3.06
