"SAMPLE_ID"	"TOX21_ID"	"CAS"	"PUBCHEM_SID"	"SAMPLE_NAME"	"PURITY_RATING"	"PURITY_RATING_4M"	"PUBCHEM_CID"	"LAST_MODIFIED"	"SMILES"
"NCGC00181049-01"	"Tox21_112696"	"1198-77-2"	144206249	"Sodium urate"	"Fns"	""	"23697816"	16-JAN-19 01.02.54.000000000 PM	"[Na+].O=C1NC(=O)NC=2[N-]C(=O)NC1=2"
"NCGC00095716-01"	"Tox21_111514"	"83-46-5"	144205067	"beta-Sitosterol"	"Fns"	""	"222284"	16-JAN-19 01.02.54.000000000 PM	"CC(C)[C@H](CC)CC[C@@H](C)[C@H]4CC[C@@H]3[C@]4(C)CC[C@H]2[C@H]3CC=C1C[C@@H](O)CC[C@@]12C"
"NCGC00167526-01"	"Tox21_112523"	"59721-29-8"	144206076	"Camostat"	"A"	"A"	"5284360"	16-JAN-19 01.02.54.000000000 PM	"O=C(Oc1ccc(cc1)CC(=O)OCC(=O)N(C)C)c2ccc(NC(=N)N)cc2.CS(=O)(=O)O"
"NCGC00166122-01"	"Tox21_112328"	"355-42-0"	144205881	"Perflexane"	""	""	"9639"	16-JAN-19 01.02.54.000000000 PM	"FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F"
"NCGC00167568-01"	"Tox21_112563"	"63-89-8"	144206116	"Colfosceril palmitate"	"F"	""	"452110"	16-JAN-19 01.02.54.000000000 PM	"C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC"
"NCGC00159363-02"	"Tox21_111604"	"434-03-7"	144205157	"Ethisterone"	"A"	"A"	"5284557"	16-JAN-19 01.02.54.000000000 PM	"O=C4CC[C@@]3(C)C(CC[C@@H]2[C@@H]3CC[C@@]1(C)[C@H]2CC[C@@]1(O)C#C)=C4"
"NCGC00091351-03"	"Tox21_400032"	"99-65-0"	144213993	"1,3-Dinitrobenzene"	"A"	"A"	"7452"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1cccc(c1)[N+]([O-])=O"
"NCGC00184993-02"	"Tox21_113016"	"61941-56-8"	144206567	"Amfenac sodium"	"A"	"A"	"23665728"	16-JAN-19 01.02.54.000000000 PM	"[Na+].Nc1c(cccc1CC([O-])=O)C(=O)c2ccccc2"
"NCGC00185773-02"	"Tox21_113175"	"25507-04-4"	144206726	"Clindamycin palmitate"	"A"	"A"	"16052038"	16-JAN-19 01.02.54.000000000 PM	"Cl.CS[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1OC(=O)CCCCCCCCCCCCCCC)[C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl"
"NCGC00255040-01"	"Tox21_301142"	"3011-89-0"	144211459	"2-Chloro-4-nitrobenzamide"	"A"	"A"	"2075"	16-JAN-19 01.02.54.000000000 PM	"O=C(N)c1ccc(cc1Cl)[N+]([O-])=O"
"NCGC00255044-01"	"Tox21_301146"	"134605-64-4"	144211463	"Butafenacil"	"A"	"A"	"11826859"	16-JAN-19 01.02.54.000000000 PM	"O=C(OCC=C)C(C)(C)OC(=O)c1cc(ccc1Cl)N2C(=O)C=C(N(C)C2=O)C(F)(F)F"
"NCGC00188435-01"	"Tox21_113036"	"111-60-4"	144206587	"2-Hydroxyethyl octadecanoate"	"F"	"F"	"24762"	16-JAN-19 01.02.54.000000000 PM	"O=C(CCCCCCCCCCCCCCCCC)OCCO"
"NCGC00188440-01"	"Tox21_113038"	"136-23-2"	144206589	"Zinc dibutyldithiocarbamate"	"A"	""	"5284483"	16-JAN-19 01.02.54.000000000 PM	"[Zn+2].[S-]C(=S)N(CCCC)CCCC.CCCCN(CCCC)C([S-])=S"
"NCGC00241097-01"	"Tox21_113366"	"387867-13-2"	144206917	"Tandutinib"	"A"	"A"	"3038522"	16-JAN-19 01.02.54.000000000 PM	"CC(C)Oc1ccc(cc1)NC(=O)N2CCN(CC2)c5ncnc4cc(OCCCN3CCCCC3)c(OC)cc45"
"NCGC00241108-01"	"Tox21_113597"	"319460-85-0"	144207146	"Axitinib"	"I"	"I"	"6450551"	16-JAN-19 01.02.54.000000000 PM	"CNC(=O)c4ccccc4Sc1ccc3c(c1)nnc3/C=C/c2ccccn2"
"NCGC00254237-01"	"Tox21_300410"	"57-50-1"	144210728	"Sucrose"	"A"	""	"5988"	16-JAN-19 01.02.54.000000000 PM	"O[C@H]1[C@H](O[C@H](CO)[C@@H](O)[C@@H]1O)O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O"
"NCGC00247726-01"	"Tox21_112892"	"68677-26-9"	144206445	"N,N-Dimethyltryptamine fumarate"	"B"	"B"	"60196335"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)/C=C/C(=O)O.CN(C)CCc2cnc1ccccc12"
"NCGC00254344-01"	"Tox21_300477"	"824-78-2"	144210795	"Sodium 4-nitrophenolate"	"A"	"A"	"13214"	16-JAN-19 01.02.54.000000000 PM	"[Na+].O=[N+]([O-])c1ccc([O-])cc1"
"NCGC00253963-01"	"Tox21_300077"	"111-96-6"	144210397	"Bis(2-methoxyethyl) ether"	"F"	""	"8150"	16-JAN-19 01.02.54.000000000 PM	"COCCOCCOC"
"NCGC00254437-01"	"Tox21_300366"	"334-48-5"	144210684	"Decanoic acid"	"A"	"A"	"2969"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)CCCCCCCCC"
"NCGC00255088-01"	"Tox21_301190"	"127-63-9"	144211507	"Diphenylsulfone"	"Ac"	"Ac"	"31386"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(c1ccccc1)c2ccccc2"
"NCGC00254075-01"	"Tox21_300266"	"53-86-1"	144210586	"Indomethacin"	"A"	"A"	"3715"	16-JAN-19 01.02.54.000000000 PM	"Clc1ccc(cc1)C(=O)n3c2ccc(cc2c(CC(=O)O)c3C)OC"
"NCGC00182068-02"	"Tox21_113128"	"120066-54-8"	144206679	"Gadoteridol"	"Z"	"Z"	"60714"	16-JAN-19 01.02.54.000000000 PM	"[Gd+3].[O-]C(=O)CN1CCN(CCN(CCN(CC(C)O)CC1)CC([O-])=O)CC([O-])=O"
"NCGC00182980-01"	"Tox21_113223"	"24600-36-0"	144206774	"Fominoben hydrochloride"	"A"	"A"	"3015003"	16-JAN-19 01.02.54.000000000 PM	"Cl.O=C(CN(C)Cc2c(NC(=O)c1ccccc1)cccc2Cl)N3CCOCC3"
"NCGC00257898-01"	"Tox21_200344"	"6219-89-2"	144207542	"4-Amino-4'-hydroxy-3-methyldiphenylamine"	"Fc"	""	"22586"	16-JAN-19 01.02.54.000000000 PM	"Oc2ccc(Nc1cc(C)c(N)cc1)cc2"
"NCGC00259928-01"	"Tox21_202379"	"91-62-3"	144209577	"6-Methylquinoline"	"A"	"Ac"	"7059"	16-JAN-19 01.02.54.000000000 PM	"Cc1ccc2ncccc2c1"
"NCGC00260011-01"	"Tox21_202462"	"88-12-0"	144209660	"N-Vinyl-2-pyrrolidone"	"A"	"A"	"6917"	16-JAN-19 01.02.54.000000000 PM	"O=C1CCCN1C=C"
"NCGC00256576-01"	"Tox21_302973"	"122-42-9"	144213290	"Propham"	"A"	"A"	"24685"	16-JAN-19 01.02.54.000000000 PM	"CC(C)OC(=O)Nc1ccccc1"
"NCGC00256618-01"	"Tox21_303031"	"117-80-6"	144213348	"Dichlone"	"A"	"Ac"	"8342"	16-JAN-19 01.02.54.000000000 PM	"O=C2c1ccccc1C(=O)C(Cl)=C2Cl"
"NCGC00257919-01"	"Tox21_200365"	"79-46-9"	144207563	"2-Nitropropane"	"AC"	"C"	"398"	16-JAN-19 01.02.54.000000000 PM	"CC(C)[N+]([O-])=O"
"NCGC00257210-01"	"Tox21_303280"	"473-55-2"	144213597	"Pinane"	"F"	""	"10129"	16-JAN-19 01.02.54.000000000 PM	"CC2(C)C1CC2C(C)CC1"
"NCGC00260113-01"	"Tox21_202564"	"5039-78-1"	144209762	"(2-(Methacryloyloxy)ethyl)trimethylammonium chloride"	"Fns"	""	"78738"	16-JAN-19 01.02.54.000000000 PM	"[Cl-].C[N+](C)(C)CCOC(=O)C(=C)C"
"NCGC00167817-01"	"Tox21_112588"	"71119-11-4"	144206141	"Bucindolol"	"A"	"A"	"51045"	16-JAN-19 01.02.54.000000000 PM	"N#Cc3ccccc3OCC(O)CNC(C)(C)Cc2cnc1ccccc12"
"NCGC00257013-01"	"Tox21_303215"	"89-87-2"	144213532	"1,3-Dimethyl-4-nitrobenzene"	"Bc"	"A"	"6991"	16-JAN-19 01.02.54.000000000 PM	"Cc1cc(C)ccc1[N+](=O)[O-]"
"NCGC00257008-01"	"Tox21_303132"	"84-61-7"	144213449	"Dicyclohexyl phthalate"	"A"	"A"	"6777"	16-JAN-19 01.02.54.000000000 PM	"O=C(OC1CCCCC1)c3ccccc3C(=O)OC2CCCCC2"
"NCGC00257221-01"	"Tox21_303128"	"77-90-7"	144213445	"Acetyl tributyl citrate"	"A"	"A"	"6505"	16-JAN-19 01.02.54.000000000 PM	"CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC"
"NCGC00257590-01"	"Tox21_200036"	"111-26-2"	144207234	"Hexylamine"	"FNS"	""	"8102"	16-JAN-19 01.02.54.000000000 PM	"CCCCCCN"
"NCGC00257022-01"	"Tox21_303050"	"20830-75-5"	144213367	"Digoxin"	"A"	"A"	"2724385"	16-JAN-19 01.02.54.000000000 PM	"O=C1C=C(CO1)[C@H]2CC[C@@]8(O)[C@]2(C)[C@H](O)C[C@H]4[C@H]8CC[C@@H]3C[C@H](CC[C@@]34C)O[C@@H]7O[C@H](C)[C@@H](O[C@H]6C[C@H](O)[C@H](O[C@H]5C[C@H](O)[C@H](O)[C@@H](C)O5)[C@@H](C)O6)[C@@H](O)C7"
"NCGC00259873-01"	"Tox21_202324"	"27193-28-8"	144209522	"(1,1,3,3-Tetramethylbutyl)phenol"	"A"	"A"	"62530"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccccc1C(C)(C)CC(C)(C)C"
"NCGC00257821-01"	"Tox21_200267"	"100-75-4"	144207465	"N-Nitrosopiperidine"	"A"	"F"	"7526"	16-JAN-19 01.02.54.000000000 PM	"O=NN1CCCCC1"
"NCGC00257411-01"	"Tox21_303613"	"102676-31-3"	144213918	"Fadrozole hydrochloride"	"A"	"A"	"59694"	16-JAN-19 01.02.54.000000000 PM	"Cl.N#Cc1ccc(cc1)C3CCCc2cncn23"
"NCGC00015155-03"	"Tox21_110089"	"64706-54-3"	144203640	"Bepridil"	"A"	"A"	"2351"	16-JAN-19 01.02.54.000000000 PM	"CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3"
"NCGC00258657-01"	"Tox21_201105"	"262297-13-2"	144208303	"1-Butyl-3-methylimidazolium hydrogensulfate"	"A"	""	"11424880"	16-JAN-19 01.02.54.000000000 PM	"CCCCn1cc[n+](C)c1.[O-]S(=O)(=O)O"
"NCGC00257524-01"	"Tox21_300973"	"2113-61-3"	144211290	"4-Biphenylamine hydrochloride"	"A"	"B"	"5284341"	16-JAN-19 01.02.54.000000000 PM	"Cl.Nc1ccc(cc1)c2ccccc2"
"NCGC00015506-07"	"Tox21_110164_1"	"118909-22-1"	170466309	"Hydroxytacrine maleate"	"A"	""	"5702293"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)/C=C\C(=O)O.Nc1c3ccccc3nc2CCCC(O)c12"
"NCGC00015831-06"	"Tox21_111188_1"	"132-20-7"	170464902	"Pheniramine maleate"	"C"	""	"25150753"	16-JAN-19 01.02.54.000000000 PM	"[O-]C(=O)/C=C\C([O-])=O.C[NH+](C)CCC(c1ccccc1)c2[nH+]cccc2"
"NCGC00015862-07"	"Tox21_111266_1"	"101-26-8"	170464878	"Pyridostigmine bromide"	"F"	""	"7550"	16-JAN-19 01.02.54.000000000 PM	"[Br-].O=C(Oc1ccc[n+](C)c1)N(C)C"
"NCGC00016016-18"	"Tox21_110283_1"	"396-01-0"	170464706	"Triamterene"	"A"	""	"5546"	16-JAN-19 01.02.54.000000000 PM	"Nc2nc(N)nc1nc(N)c(nc12)c3ccccc3"
"NCGC00016049-07"	"Tox21_110290_1"	"136-47-0"	170465190	"Tetracaine hydrochloride"	"A"	""	"8695"	16-JAN-19 01.02.54.000000000 PM	"Cl.CN(C)CCOC(=O)c1ccc(NCCCC)cc1"
"NCGC00159324-04"	"Tox21_111573_1"	"118-60-5"	170465498	"2-Ethylhexyl salicylate"	"F"	""	"8364"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccccc1C(=O)OCC(CC)CCCC"
"NCGC00017331-08"	"Tox21_110101_1"	"490-46-0"	170465932	"(-)-Epicatechin"	"A"	""	"72276"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(cc1O)[C@H]2Oc3cc(O)cc(O)c3C[C@H]2O"
"NCGC00025212-08"	"Tox21_110326_1"	"56-25-7"	170465704	"Cantharidin"	"F"	""	"6708701"	16-JAN-19 01.02.54.000000000 PM	"O=C2OC(=O)[C@]3(C)C1CCC(O1)[C@]23C"
"NCGC00094689-06"	"Tox21_110389_1"	"93-14-1"	170464855	"Guaifenesin"	"Ac"	""	"3516"	16-JAN-19 01.02.54.000000000 PM	"OCC(O)COc1ccccc1OC"
"NCGC00016352-07"	"Tox21_110391_1"	"94-09-7"	170465463	"Benzocaine"	"A"	""	"2337"	16-JAN-19 01.02.54.000000000 PM	"Nc1ccc(cc1)C(=O)OCC"
"NCGC00093347-05"	"Tox21_111200_1"	"72-33-3"	170465357	"Mestranol"	"F"	""	"6291"	16-JAN-19 01.02.54.000000000 PM	"COc3cc4CC[C@@H]2[C@H](CC[C@@]1(C)[C@H]2CC[C@@]1(O)C#C)c4cc3"
"NCGC00016367-08"	"Tox21_110400_1"	"116-43-8"	170465721	"Succinylsulfathiazole"	"A"	""	"5315"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(Nc1nccs1)c2ccc(NC(=O)CCC(=O)O)cc2"
"NCGC00022680-05"	"Tox21_110881_1"	"302-22-7"	170465776	"Chlormadinone acetate"	"A"	""	"9324"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)[C@@]3(OC(C)=O)CC[C@H]2[C@@H]4C=C(Cl)C1=CC(=O)CC[C@]1(C)[C@H]4CC[C@@]23C"
"NCGC00095074-05"	"Tox21_111413_1"	"111-48-8"	170466604	"2,2'-Thiobisethanol"	"F"	""	"5447"	16-JAN-19 01.02.54.000000000 PM	"OCCSCCO"
"NCGC00016668-06"	"Tox21_110554_1"	"6064-83-1"	170466091	"Salicylic acid dihydrogen phosphate"	"Cc"	""	"3418"	16-JAN-19 01.02.54.000000000 PM	"OP(=O)(O)Oc1ccccc1C(=O)O"
"NCGC00094516-08"	"Tox21_111290_1"	"56-72-4"	170466302	"Coumaphos"	"F"	""	"2871"	16-JAN-19 01.02.54.000000000 PM	"CCOP(=S)(OCC)Oc1ccc2c(c1)OC(=O)C(Cl)=C2C"
"NCGC00094580-04"	"Tox21_110082_1"	"315-30-0"	170464935	"Allopurinol"	"A"	""	"2094"	16-JAN-19 01.02.54.000000000 PM	"Oc2ncnc1nncc12"
"NCGC00015429-14"	"Tox21_110145_1"	"25451-15-4"	170465178	"Felbamate"	"A"	""	"3331"	16-JAN-19 01.02.54.000000000 PM	"NC(=O)OCC(COC(N)=O)c1ccccc1"
"NCGC00160452-02"	"Tox21_111822_1"	"42779-82-8"	170466360	"Clopirac"	"B"	""	"39299"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)Cc2cc(C)n(c1ccc(Cl)cc1)c2C"
"NCGC00160397-04"	"Tox21_111786_1"	"84504-69-8"	170465947	"Irsogladine maleate"	"A"	""	"5282435"	16-JAN-19 01.02.54.000000000 PM	"Nc1nc(nc(N)n1)c2cc(Cl)ccc2Cl.O=C(O)/C=C\C(=O)O"
"NCGC00160402-02"	"Tox21_111790_1"	"577-91-3"	170466600	"Iodoalphionic acid"	"A"	""	"11350"	16-JAN-19 01.02.54.000000000 PM	"Ic2cc(CC(c1ccccc1)C(=O)O)cc(I)c2O"
"NCGC00160667-03"	"Tox21_111971_1"	"94-19-9"	170466284	"Sulfaethidole"	"A"	""	"7181"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(Nc1nnc(CC)s1)c2ccc(N)cc2"
"NCGC00166158-02"	"Tox21_113357_1"	"14816-18-3"	170466592	"Phoxim"	"A"	""	"9570290"	16-JAN-19 01.02.54.000000000 PM	"CCOP(=S)(O\N=C(/C#N)c1ccccc1)OCC"
"NCGC00163329-03"	"Tox21_111570_1"	"135046-48-9"	170465231	"Clopidogrel bisulfate"	"A"	""	"115366"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(O)O.Clc1ccccc1[C@H](N2CCc3sccc3C2)C(=O)OC"
"NCGC00179364-03"	"Tox21_110709_1"	"87771-40-2"	170464725	"Ioversol"	"I"	""	"3741"	16-JAN-19 01.02.54.000000000 PM	"OCC(O)CNC(=O)c1c(I)c(N(CCO)C(=O)CO)c(I)c(c1I)C(=O)NCC(O)CO"
"NCGC00188865-03"	"Tox21_113174_1"	"444731-52-6"	170465625	"Pazopanib"	"A"	""	"10113978"	16-JAN-19 01.02.54.000000000 PM	"NS(=O)(=O)c1cc(ccc1C)Nc2nccc(n2)N(C)c3ccc4c(C)n(C)nc4c3"
"NCGC00167456-02"	"Tox21_112460_1"	"3286-46-2"	170466019	"Bisibutiamine"	"A"	""	"20055424"	16-JAN-19 01.02.54.000000000 PM	"Nc2nc(C)ncc2CN(C=O)C(/C)=C(/CCOC(=O)C(C)C)SSC(/CCOC(=O)C(C)C)=C(/C)N(C=O)Cc1cnc(C)nc1N"
"NCGC00164529-04"	"Tox21_112160_1"	"123-94-4"	170465522	"1-Stearoyl-rac-glycerol"	"F"	""	"24699"	16-JAN-19 01.02.54.000000000 PM	"OCC(O)COC(=O)CCCCCCCCCCCCCCCCC"
"NCGC00181795-02"	"Tox21_113566_1"	"220991-20-8"	170465597	"Lumiracoxib"	"A"	""	"151166"	16-JAN-19 01.02.54.000000000 PM	"Clc2cccc(F)c2Nc1ccc(C)cc1CC(=O)O"
"NCGC00182060-03"	"Tox21_112976_1"	"16777-42-7"	170465929	"l-Oxyfedrine hydrochloride"	"A"	""	"5489012"	16-JAN-19 01.02.54.000000000 PM	"Cl.COc1cc(ccc1)C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2"
"NCGC00178168-04"	"Tox21_113071_1"	"439-14-5"	170464626	"Diazepam"	"A"	""	"3016"	16-JAN-19 01.02.54.000000000 PM	"Clc1ccc2c(c1)C(=NCC(=O)N2C)c3ccccc3"
"NCGC00186628-02"	"Tox21_112031_1"	"149-64-4"	170465685	"Butylscopolamine bromide"	"A"	""	"6852391"	16-JAN-19 01.02.54.000000000 PM	"[Br-].OC[C@H](c1ccccc1)C(=O)O[C@@H]2C[C@@H]3[C@H]4O[C@H]4[C@H](C2)[N+]3(C)CCCC"
"NCGC00188863-02"	"Tox21_113008_1"	"141626-36-0"	170465064	"Dronedarone hydrochloride"	"A"	""	"208898"	16-JAN-19 01.02.54.000000000 PM	"CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c3cc(ccc3oc2CCCC)NS(C)(=O)=O"
"NCGC00159376-04"	"Tox21_111616_1"	"99-76-3"	170465480	"Methylparaben"	"A"	""	"7456"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(cc1)C(=O)OC"
"NCGC00253718-01"	"Tox21_113837"	"61516-73-2"	170466722	"Ethyl 2-oxopyrrolidin-2-ylacetate"	"A"	"A"	"109094"	16-JAN-19 01.02.54.000000000 PM	"O=C(OCC)CN1CCCC1=O"
"NCGC00254045-01"	"Tox21_300283"	"80-15-9"	144210603	"Cumene hydroperoxide"	"D"	""	"6629"	16-JAN-19 01.02.54.000000000 PM	"OOC(C)(C)c1ccccc1"
"NCGC00254350-01"	"Tox21_300450"	"123122-55-4"	144210768	"Candoxatril"	"A"	"A"	"5362417"	16-JAN-19 01.02.54.000000000 PM	"O=C(N[C@@H]1CC[C@@H](CC1)C(=O)O)C4(C[C@@H](COCCOC)C(=O)Oc2cc3CCCc3cc2)CCCC4"
"NCGC00255489-01"	"Tox21_301428"	"1216-44-0"	144211745	"Flurenol-methyl"	"A"	"A"	"267210"	16-JAN-19 01.02.54.000000000 PM	"O=C(OC)C3(O)c1ccccc1c2ccccc23"
"NCGC00256527-01"	"Tox21_303026"	"60-80-0"	144213343	"Phenazone"	"A"	"A"	"2206"	16-JAN-19 01.02.54.000000000 PM	"O=C2C=C(C)N(C)N2c1ccccc1"
"NCGC00256775-01"	"Tox21_302456"	"3790-78-1"	144212773	"cis-Nerolidol"	"Cc"	"F"	"5320128"	16-JAN-19 01.02.54.000000000 PM	"C/C(C)=C\CCC(/C)=C\CCC(C)(O)C=C"
"NCGC00256227-01"	"Tox21_301728"	"2399-48-6"	144212045	"Tetrahydrofurfuryl acrylate"	"A"	"A"	"94232"	16-JAN-19 01.02.54.000000000 PM	"O=C(OCC1CCCO1)C=C"
"NCGC00256832-01"	"Tox21_302459"	"65894-82-8"	144212776	"2-(2-Butyl)-4,5-dimethyl-3-thiazoline"	"F"	"F"	"5362564"	16-JAN-19 01.02.54.000000000 PM	"CC1=NC(SC1C)C(C)CC"
"NCGC00255884-01"	"Tox21_302235"	"2905-67-1"	144212552	"Methyl 3,5-dichlorobenzoate"	"A"	"Ac"	"76192"	16-JAN-19 01.02.54.000000000 PM	"Clc1cc(cc(Cl)c1)C(=O)OC"
"NCGC00257448-01"	"Tox21_303402"	"109-02-4"	144213713	"4-Methylmorpholine"	"Fns"	""	"7972"	16-JAN-19 01.02.54.000000000 PM	"CN1CCOCC1"
"NCGC00257665-01"	"Tox21_200111"	"143-28-2"	144207309	"(9Z)-Octadec-9-en-1-ol"	"A"	"A"	"5284499"	16-JAN-19 01.02.54.000000000 PM	"CCCCCCCC\C=C/CCCCCCCCO"
"NCGC00257857-01"	"Tox21_200303"	"20702-77-6"	144207501	"Neohesperidin dihydrochalcone"	"A"	"A"	"30231"	16-JAN-19 01.02.54.000000000 PM	"COc1ccc(cc1O)CCC(=O)c2c(O)cc(cc2O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O"
"NCGC00257697-01"	"Tox21_200143"	"98-09-9"	144207341	"Benzenesulfonyl chloride"	"A"	""	"7369"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(Cl)c1ccccc1"
"NCGC00257311-01"	"Tox21_303381"	"6285-05-8"	144213693	"Ethyl 4-chlorophenyl ketone"	"A"	"A"	"22697"	16-JAN-19 01.02.54.000000000 PM	"O=C(CC)c1ccc(Cl)cc1"
"NCGC00257321-01"	"Tox21_303541"	"135-76-2"	144213847	"Sodium 6-hydroxynaphthalene-2-sulfonate"	"A"	"A"	"23667648"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[O-]S(=O)(=O)c1ccc2cc(O)ccc2c1"
"NCGC00257999-01"	"Tox21_200445"	"502-44-3"	144207643	"2-Oxepanone"	"D"	""	"10401"	16-JAN-19 01.02.54.000000000 PM	"O=C1CCCCCO1"
"NCGC00257564-01"	"Tox21_200010"	"1490-04-6"	144207208	"Menthol"	"A"	"A"	"1254"	16-JAN-19 01.02.54.000000000 PM	"CC(C)C1CCC(C)CC1O"
"NCGC00256976-01"	"Tox21_303200"	"137-32-6"	144213517	"2-Methyl-1-butanol"	"Ac"	""	"8723"	16-JAN-19 01.02.54.000000000 PM	"CC(CC)CO"
"NCGC00257028-01"	"Tox21_303133"	"3089-11-0"	144213450	"N,N,N',N',N'',N''-Hexakis(methoxymethyl)-1,3,5-triazine-2,4,6-triamine"	"D"	""	"62479"	16-JAN-19 01.02.54.000000000 PM	"COCN(COC)c1nc(nc(n1)N(COC)COC)N(COC)COC"
"NCGC00258222-01"	"Tox21_200668"	"101-90-6"	144207866	"Diglycidyl resorcinol ether"	"Ac"	"Bc"	"7586"	16-JAN-19 01.02.54.000000000 PM	"c1ccc(cc1OCC2CO2)OCC3CO3"
"NCGC00258088-01"	"Tox21_200534"	"141-82-2"	144207732	"Propanedioic acid"	"FNS"	""	"867"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)CC(=O)O"
"NCGC00258233-01"	"Tox21_200679"	"329-01-1"	144207877	"1-Isocyanato-3-(trifluoromethyl)benzene"	"D"	""	"9483"	16-JAN-19 01.02.54.000000000 PM	"O=C=N/c1cc(ccc1)C(F)(F)F"
"NCGC00258244-01"	"Tox21_200690"	"638-29-9"	144207888	"Valeryl chloride"	"D"	""	"61186"	16-JAN-19 01.02.54.000000000 PM	"CCCCC(Cl)=O"
"NCGC00258937-01"	"Tox21_201386"	"2016-88-8"	144208584	"Amiloride hydrochloride"	"A"	"A"	"16230"	16-JAN-19 01.02.54.000000000 PM	"Cl.Clc1nc(C(=O)NC(=N)N)c(N)nc1N"
"NCGC00258347-01"	"Tox21_200793"	"504-24-5"	144207991	"4-Aminopyridine"	"A"	"A"	"1727"	16-JAN-19 01.02.54.000000000 PM	"Nc1ccncc1"
"NCGC00258549-01"	"Tox21_200996"	"4316-74-9"	144208194	"Sodium 2-(methylamino)ethanesulfonate"	"A"	"A"	"23684896"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[O-]S(=O)(=O)CCNC"
"NCGC00258577-01"	"Tox21_201024"	"370865-89-7"	144208222	"1-Ethyl-3-methylimidazolium dicyanamide"	"A"	"A"	"11159638"	16-JAN-19 01.02.54.000000000 PM	"C[n+]1ccn(CC)c1.N#C\N=C=[N-]"
"NCGC00258777-01"	"Tox21_201225"	"2941-64-2"	144208423	"S-Ethyl chlorothioformic acid"	"AC"	"Fns"	"18056"	16-JAN-19 01.02.54.000000000 PM	"ClC(=O)SCC"
"NCGC00258422-01"	"Tox21_200868"	"546-80-5"	144208066	"alpha-Thujone"	"A"	"A"	"261491"	16-JAN-19 01.02.54.000000000 PM	"C[C@H]1C(=O)C[C@@]2(C[C@H]12)C(C)C"
"NCGC00258966-01"	"Tox21_201415"	"124-13-0"	144208613	"Octanal"	"B"	"D"	"454"	16-JAN-19 01.02.54.000000000 PM	"CCCCCCCC=O"
"NCGC00258463-01"	"Tox21_200909"	"576-24-9"	144208107	"2,3-Dichlorophenol"	"Z"	"Z"	"11334"	16-JAN-19 01.02.54.000000000 PM	"Oc1cccc(Cl)c1Cl"
"NCGC00258471-01"	"Tox21_200917"	"611-23-4"	144208115	"2-Nitrosotoluene"	"FC"	""	"11909"	16-JAN-19 01.02.54.000000000 PM	"Cc1ccccc1N=O"
"NCGC00259886-01"	"Tox21_202337"	"2465-27-2"	144209535	"Auramine hydrochloride"	"B"	"D"	"17170"	16-JAN-19 01.02.54.000000000 PM	"Cl.CN(C)c1ccc(cc1)C(=N)c2ccc(cc2)N(C)C"
"NCGC00259893-01"	"Tox21_202344"	"1067-53-4"	144209542	"Tris(2-methoxyethoxy)vinylsilane"	"FC"	""	"14025"	16-JAN-19 01.02.54.000000000 PM	"COCCO[Si](OCCOC)(C=C)OCCOC"
"NCGC00259915-01"	"Tox21_202366"	"1852-16-0"	144209564	"N-(Butoxymethyl)acrylamide"	"A"	"A"	"15817"	16-JAN-19 01.02.54.000000000 PM	"CCCCOCNC(=O)C=C"
"NCGC00260256-01"	"Tox21_202708"	"528818-82-8"	144209906	"1-Methyl-1-propylpyrrolidinium chloride"	"A"	"A"	"60196394"	16-JAN-19 01.02.54.000000000 PM	"[Cl-].C[N+]1(CCC)CCCC1"
